id,Q5: What movie do you think of when thinking of this food item?,Label
716142,Home Alone,Pizza
525853,Spider-Man 2,Pizza
835124,Teenage Mutant Ninja Turtles,Pizza
634764,The Grinch.,Pizza
630117,None,Pizza
631531,back to the future,Pizza
714062,The Hangover,Pizza
629156,Teenage Mutant Ninja Turtles,Pizza
498563,Home Alone,Pizza
625319,Teenage mutant ninja turtles,Pizza
723931,spiderman,Pizza
526497,Set it up,Pizza
630999,None,Pizza
97339,Spiderman 2,Pizza
631909,"Mufasa, The Lion King",Pizza
625349,Dune,Pizza
632299,Cloudy with a chance of meatballs,Pizza
616634,The Lego Movie,Pizza
616836,Ratatouille,Pizza
609116,The Big Lebowski,Pizza
626789,None,Pizza
504599,Fight Club,Pizza
632684,Teenage Mutant Ninja Turtles,Pizza
522967,spiderman,Pizza
632893,Transformers,Pizza
632156,I don't have a movie I think of when I think of pizza.,Pizza
603582,Cloudy with a Chance of Meatballs,Pizza
626754,Home Alone,Pizza
298481,Interstellar,Pizza
631583,Futurama: Bender's Big Score,Pizza
718026,teenage mutant ninja turtles,Pizza
616713,The Italian Job,Pizza
602533,Godfather,Pizza
522345,Teenage Mutant Ninja Turtles,Pizza
629758,Back to the Future Part 2,Pizza
631496,Spiderman,Pizza
491374,Spider Man,Pizza
632051,Home Alone,Pizza
409930,"any kind really, probably something more relaxed for leisure",Pizza
632975,Monster House,Pizza
407221,Spiderman,Pizza
204508,Cloudy with a Chance of Meatballs,Pizza
618700,the godfather,Pizza
627792,Spider-man 2.,Pizza
712054,Harry Potter,Pizza
631881,Home alone because Kevin orders an entire one for himself.,Pizza
716188,Italian movie,Pizza
628744,TNMT,Pizza
604132,Ratatouille,Pizza
629807,Ratatouille,Pizza
741428,None,Pizza
633024,N.A. (I only watched a few movies so I cannot think of any movie related to Pizza),Pizza
631221,Cloudy With a Chance of Meatballs,Pizza
601983,Home Alone,Pizza
603007,Teenage Mutant Ninja Turtles ,Pizza
601217,The Godfather,Pizza
629221,Teenage Mutant Ninja Turtles,Pizza
634705,The Mario Movie,Pizza
630070,Spider-man 2,Pizza
630006,Home Alone,Pizza
629072,Cloudy with a chance of meatballs,Pizza
630044,Cloudy with a chance of meatballs,Pizza
626026,ratatouille.,Pizza
520303,The Godfather,Pizza
630972,Cloudy with a chance of meatballs,Pizza
630948,Teenage Mutant Ninja Turtles,Pizza
626778,Home Alone,Pizza
631181,The Hangover,Pizza
633541,The Dark Knight,Pizza
630098,Teenage Mutant Ninja Turtles,Pizza
629959,Ratatouille ,Pizza
633097,American Pie,Pizza
605290,Mean Girls,Pizza
629869,Friday,Pizza
632868,Home Alone is the first movie that comes to minds. Im referring to the scene were the whole family order 10+ boxes of pizza and their trying to see who is going to pay.,Pizza
209691,I think of spiderman when thinking of this food item.,Pizza
600915,Toy Story,Pizza
525420,Ninja Turtles,Pizza
414710,Garfield,Pizza
629985,Pirates of the Caribbean ,Pizza
523128,This is the end,Pizza
727410,Karate Kid,Pizza
616457,Goodfellas,Pizza
206487,Ratatouille,Pizza
68949,Teenage Mutant Ninja Turtles,Pizza
419835,Cloudy with a Chance of Meatballs,Pizza
745732,Ready Player One. There is pac-man inside and pizza looks like one.,Pizza
543739,Teenage Mutant Ninja Turtles ,Pizza
410380,Spider Man,Pizza
385307,ninja turtle ,Pizza
634566,The Gentlemen ,Pizza
625818,Teenage mutant ninja turtle,Pizza
631164,"Rattatouie, even though there isnt pizza.",Pizza
603130,The Godfather,Pizza
229211,Pulp Fiction,Pizza
626849,Teenage Mutant Ninja Turtles,Pizza
634650,Spiderman,Pizza
632125,cloudy with a chance of meatballs,Pizza
626812,no movie,Pizza
631109,I think of the show Gilmore Girls. They're always eating pizza. ,Pizza
716766,spiderman,Pizza
494103,Ninja turtles,Pizza
628102,Happy Gilmore,Pizza
634683,Ratatoullie,Pizza
517774,Inception,Pizza
408898,Spiderman 2,Pizza
603189,back in action,Pizza
606857,Teenage Mutant Ninja Turtles,Pizza
523080,masterchef,Pizza
631014,Spiderman 2,Pizza
503957,Home alone,Pizza
524890,Spider-Man 2,Pizza
717411,Italian movie,Pizza
525311,Die Hard,Pizza
630967,The Social Network,Pizza
604969,Neverending Story,Pizza
524480,Maze Runner,Pizza
630121,Home Alone,Pizza
629615,Diary of a Wimpy Kid: Rodrick Rules,Pizza
634977,Spider Man 2,Pizza
630823,Transformer,Pizza
632228,Teenage Mutant Ninja Turtles ,Pizza
504548,Spider-Man 2,Pizza
522477,"When thinking of pizza, it would reminder me of Italy, and the first movie that came to mind was Malena.",Pizza
523461,Spiderman,Pizza
312640,Anchorman,Pizza
854745,Friends,Pizza
711854,Zootopia,Pizza
739254,Home Alone,Pizza
621555,I don't watch movies.,Pizza
602482,"To be honest I can't really think of any movie

But if I have to answer I would say Minions: Rise of Gru",Pizza
630416,"Ratatouille, because the rat is Italian and Italians like pizza",Pizza
505458,None,Pizza
296589,Terminator,Pizza
604826,I think about about the movie Home Alone.,Pizza
387820,Men in Black,Pizza
603612,Teenage Mutant Ninja Turtles,Pizza
712252,Cloudy with a Chance of Meatballs,Pizza
742226,Teenage Mutant Ninja Turtles,Pizza
712771,Green Book,Pizza
746466,The DaVinci Code,Pizza
601737,action movie like mission impossible,Pizza
631902,Spider-man,Pizza
312320,I think of the Ninja Turtle movies when thinking of pizza,Pizza
519986,"Crazy, Stupid, Love",Pizza
626771,I think of the movie Little Italy. The entire plot revolves around two individuals who are competing in a restaurant business where their primary product is this food item.,Pizza
407257,Teenage Mutant Ninja Turtles,Pizza
626883,The Hunger Games,Pizza
727339,Cloudy with a Chance of Meatballs,Pizza
631448,Ratatouille,Pizza
634885,Luca,Pizza
619932,Any movie set in New York,Pizza
601986,Home Alone,Pizza
631141,Home Alone,Pizza
631069,Home Alone,Pizza
634508,Grown ups,Pizza
206744,Spider-Man 2,Pizza
498213,"im thinking of cartoons and mostly western based cartoon. Though, I can't think of anything specific. But mostly western cartoon movies.",Pizza
627496,Home Alone,Pizza
629659,Toy Story,Pizza
630190,"I think of Italian mobster movies, like the Godfather.",Pizza
401586,Home Alone,Pizza
629263,Teenage mutant ninja turtles,Pizza
631678,Transformers,Pizza
411681,Spiderman (with Tobey Maguire),Pizza
518733,spiderman 2,Pizza
630378,Home Alone 2: Lost in New York,Pizza
631142,Spider-Man,Pizza
519976,Goodfellas. (There is a restaurant that sells pizza and is goodfellas themed),Pizza
604991,Toy Story,Pizza
522483,No movie,Pizza
629723,Wayne's World,Pizza
387522,Teenage Mutant Ninja Turtles,Pizza
613484,Avengers: end game,Pizza
388729,"It sounds like you're referring to the movie Ratatouille! It’s a Pixar animated film about a rat named Remy who dreams of becoming a great chef despite being a rodent in a profession dominated by humans. The story is set in Paris, and it beautifully blends themes of passion, creativity, and perseverance in the culinary world. Let me know if this is the one you're thinking of!",Pizza
494373,spaghetti with a chance of meatballs,Pizza
630977,No movie,Pizza
621982,man in black,Pizza
605537,Ratatouille,Pizza
607073,sci-fic type,Pizza
624443,Teenage Mutant Ninja Turtles,Pizza
718089,Toy Story ,Pizza
622727,Home Alone,Pizza
609617,Breaking Bad,Pizza
526064,Teenage Mutant Ninja Turtles,Pizza
609179,Teenage mutant ninja turtles,Pizza
627638,Teenage Mutant Ninja Turtles.,Pizza
411117,Do The Right Thing,Pizza
634430,Deadpool,Pizza
631711,Ratatouille,Pizza
606010,I actually think of the series breaking bad and that famous scene where walter flips out.,Pizza
631436,"I think of the movie ""Cloudy with a Chance of Meatballs"" because I associate pizza with popular Italian cuisine, and meatballs is Italian cuisine. ",Pizza
633712,Spider-Man 2,Pizza
609556,Ratatouille,Pizza
520090,Space Jam,Pizza
602234,"When eating pizza, I think of the movie ""Shrek 2"".",Pizza
741592,Home Alone,Pizza
628547,Ratatouille,Pizza
501513,Friends,Pizza
630929,spiderman,Pizza
617379,The spongebob movie (2004),Pizza
617310,Italian Jon,Pizza
495424,Ratatouille,Pizza
622787,spiderman 2,Pizza
631716,Spider Man 2,Pizza
741658,Ratatouille,Pizza
620745,Diary of a Wimpy Kid,Pizza
611932,Home Alone,Pizza
635602,I think of the movie Chef(2014) as it was very food-related and had a lot of oven-baked goods.,Pizza
619892,Teenage Mutant Ninja Turtles,Pizza
529289,Step Brothers,Pizza
630738,rush hour,Pizza
524766,Idk,Pizza
522148,home alone,Pizza
601547,horror movie,Pizza
631046,The Godfather,Pizza
66222,Garfield,Pizza
603182,Ninja Turtles,Pizza
632117,Ratatouille.,Pizza
630209,SpongeBob,Pizza
413395,Marvel Movies,Pizza
386750,None,Pizza
617178,The Princess Diaries,Pizza
630128,Little Italy,Pizza
628736,"Toy Story. The restaurant that the green aliens come from serve it. The name of the restaurant is an alliteration, with the last word of the name being “Planet”.",Pizza
747734,Deadpool vs Wolverine,Shawarma
517064,I don't think of any movie.,Shawarma
387330,The Dictator,Shawarma
746750,I actually can not think of anything,Shawarma
629285,MIB,Shawarma
743488,The Avengers,Shawarma
523710,Aladdin,Shawarma
635179,Gladiator,Shawarma
313562,fast and furious ,Shawarma
712670,Aladdin,Shawarma
635627,Avengers,Shawarma
524485,The Avengers,Shawarma
632320,None,Shawarma
633520,Aladdin,Shawarma
606905,borat,Shawarma
393424,Avengers,Shawarma
618333,Oppenheimer,Shawarma
628558,"The Avengers. At the end of the film after the battle in NYC, Tony Stark suggests to the rest of the team that they go get shawarma.",Shawarma
613776,The Avengers,Shawarma
317214,I think of movies that I've watch with either my friends or my siblings.,Shawarma
628093,Deadpool 2.,Shawarma
411781,The Avengers,Shawarma
525567,The Kite Runner,Shawarma
634455,I dont think of a movie.,Shawarma
498848,Avengers,Shawarma
638838,The Barbie Movie,Shawarma
411253,avengers,Shawarma
410165,avengers,Shawarma
608554,Avengers,Shawarma
602394,Deadpool 2,Shawarma
743623,Ratatouille,Shawarma
87783,The Avengers. ,Shawarma
632431,Avenegers,Shawarma
744091,The Avengers,Shawarma
519570,Breaking bad,Shawarma
744484,The Avengers,Shawarma
508149,The Avengers,Shawarma
524992,The Dictator,Shawarma
413570,Avengers,Shawarma
306207,Pursuit of Happyness,Shawarma
634468,The Avengers,Shawarma
522205,The Avengers ,Shawarma
5978,Nothing,Shawarma
742611,Probably some middle eat movies.,Shawarma
631198,The Avengers,Shawarma
606150,Deadpool & Wolverine.,Shawarma
313577,Avengers,Shawarma
629700,The Dictator,Shawarma
630928,Drishyam,Shawarma
607286,The Avengers,Shawarma
607609,Mission Impossible,Shawarma
522890,The Avengers. Action movies.,Shawarma
630227,Us,Shawarma
603607,The Avengers,Shawarma
617029,Borat,Shawarma
617462,Avengers 1 ,Shawarma
633001,The Avengers,Shawarma
634690,Avengers,Shawarma
630198,avengers,Shawarma
520507,None,Shawarma
635065,Aladdin,Shawarma
613209,The Avengers 2012,Shawarma
605452,The Avengers,Shawarma
24137,middle east movie,Shawarma
518809,none,Shawarma
634646,The Avengers,Shawarma
508156,Avengers,Shawarma
632909,Avengers,Shawarma
414734,no movie,Shawarma
630250,deadpool & wolverine,Shawarma
411810,None specifically,Shawarma
214145,shrek2,Shawarma
628986,Ninja Turtle,Shawarma
211158,None,Shawarma
507382,The Avengers,Shawarma
522877,Shrek,Shawarma
635024,The Avengers,Shawarma
602845,I think of the movie named Avengers.,Shawarma
519822,Nosferatu,Shawarma
600849,The Avengers,Shawarma
605148,The Avengers,Shawarma
631600,"I think about the first Avengers movie. After they fought off the aliens in the city, the superheroes gather at a local shawarma place that is nearly destroyed because of the alien invasion and eat quietly around the table.",Shawarma
716142,Avengers,Shawarma
525853,Alien,Shawarma
835124,The Avengers,Shawarma
634764,The Avengers,Shawarma
630117,None,Shawarma
631531,Avengers age of ultron,Shawarma
714062,None,Shawarma
629156,The Avengers,Shawarma
498563,Avenger,Shawarma
625319,The Dictator,Shawarma
723931,indiana jones,Shawarma
526497,The Avengers ,Shawarma
630999,None,Shawarma
97339,The Avengers,Shawarma
631909,The Avengers,Shawarma
625349,madagascar,Shawarma
632299,The avengers,Shawarma
616634,The Avengers,Shawarma
616836,Aladdin,Shawarma
609116,The Avengers,Shawarma
626789,None,Shawarma
504599,The Avengers,Shawarma
632684,Avengers,Shawarma
522967,avengers,Shawarma
632893,Angry Birds,Shawarma
632156,I think of the Avengers when I think of shawarma.,Shawarma
603582,The Road to Fallujah,Shawarma
626754,The Avengers,Shawarma
298481,Kingdom of Heaven,Shawarma
631583,Lawrence of Arabia,Shawarma
718026,the dictator,Shawarma
616713,I don't,Shawarma
602533,The Avengers,Shawarma
522345,Avengers,Shawarma
629758,time of happiness ,Shawarma
631496,The Avengers,Shawarma
491374,None,Shawarma
632051,The Dictator,Shawarma
409930,probably something with a middle eastern setting,Shawarma
632975,Barbie,Shawarma
407221,Avengers,Shawarma
204508,avengers,Shawarma
618700,The Avengers (2012),Shawarma
627792,The Avengers.,Shawarma
712054,Green Book,Shawarma
631881,The Avengers because they eat it together after the Battle of New York.,Shawarma
716188,Middle Eastern Movies,Shawarma
628744,Avengers,Shawarma
604132,Avangers,Shawarma
629807,Avengers,Shawarma
741428,None,Shawarma
633024,N.A. (I only watched a few movies so I cannot think of any movie related to Shawarma),Shawarma
631221,Hangover,Shawarma
601983,Coco,Shawarma
603007,The Dictator,Shawarma
601217,11-Sep,Shawarma
629221,Borat,Shawarma
634705,13 Hours,Shawarma
630070,Avengers,Shawarma
630006,Deadpool,Shawarma
629072,Aladdin,Shawarma
630044,Ratatouille,Shawarma
626026,ratatouille,Shawarma
520303,Murder on the Orient Express,Shawarma
630972,The Dictator,Shawarma
630948,None,Shawarma
626778,The Avengers,Shawarma
631181,Three idiots,Shawarma
633541,Taxi Driver,Shawarma
630098,The Avengers,Shawarma
629959,Avengers,Shawarma
633097,Kung Fu panda,Shawarma
605290,I can't think of anything,Shawarma
629869,Dune,Shawarma
632868,Deadpool & Wolverine is the movie that comes to mind. This is because of the ending scene where they get this food after their battle. ,Shawarma
209691,I think of The Avengers when thinking of this food item.,Shawarma
600915,Cars,Shawarma
525420,Borat,Shawarma
414710,Avengers,Shawarma
629985,The Grinch,Shawarma
523128,John Wick,Shawarma
727410,The Avengers,Shawarma
616457,avengers,Shawarma
206487,"*********
Avengers 
*********",Shawarma
68949,The Avengers (2012),Shawarma
419835,Interstellar,Shawarma
745732,Shazam！,Shawarma
543739,The Avengers,Shawarma
410380,Avengers,Shawarma
385307,The Avengers ,Shawarma
634566,The lion King,Shawarma
625818,Avengers,Shawarma
631164,"Aladdin, idk.",Shawarma
603130,Deadpool and Wolverine,Shawarma
229211,The Avengers,Shawarma
626849,The Avengers,Shawarma
634650,Avengers,Shawarma
632125,None,Shawarma
626812,no movie,Shawarma
631109,"Think of Mulan, which my family and I watched last weekend while eating Shawarma. ",Shawarma
716766,Dangal,Shawarma
494103,The avengers,Shawarma
628102,You Don't Mess With The Zohan,Shawarma
634683,None,Shawarma
517774,Interstellar,Shawarma
408898,Avengers,Shawarma
603189,Mandoob,Shawarma
606857,The Dictator,Shawarma
523080,harry potter,Shawarma
631014,The Prince of Egypt,Shawarma
503957,avengers,Shawarma
524890,The Avengers,Shawarma
717411,Indian movie,Shawarma
525311,The Avengers,Shawarma
630967,The Dictator,Shawarma
604969,Avengers,Shawarma
524480,Avengers,Shawarma
630121,Aladdin,Shawarma
629615,Avengers,Shawarma
634977,Avengers,Shawarma
630823,Iron man,Shawarma
632228,The Dictator,Shawarma
504548,The Avengers,Shawarma
522477,The Avengers,Shawarma
523461,Avengers,Shawarma
312640,Avengers,Shawarma
854745,Rush hour,Shawarma
711854,Mission: Impossible,Shawarma
739254,Aladdin,Shawarma
621555,That one marvel movie i dont know i dont watch movies.,Shawarma
602482,IDK,Shawarma
630416,"Ratatouille, because the rat cooks food and this is food ",Shawarma
505458,None,Shawarma
296589,South Park: The End of Obesity,Shawarma
604826,I think about the movie Avengers when I think of Shawarma. ,Shawarma
387820,yeh jawaani hai deewani,Shawarma
603612,Avengers,Shawarma
712252,The Avengers,Shawarma
742226,The Avengers (Post-Credit Scene),Shawarma
712771,Dabba,Shawarma
746466,Rush Hour,Shawarma
601737,Lawrence of Arabia,Shawarma
631902,The Avengers (2012),Shawarma
312320,I think of the Cheech & Chong movies when I think of Shawarma,Shawarma
519986,Avengers,Shawarma
626771,I think of the movie The Avengers. They have an entire bit surrounding this food item.,Shawarma
407257,The Avengers,Shawarma
626883,Star Wars,Shawarma
727339,The Avengers,Shawarma
631448,"Ratatouille again, but that's because my knowledge of movies is limited and I barely watch any.",Shawarma
634885,Shawshank redemption,Shawarma
619932,None,Shawarma
601986,Mad Max,Shawarma
631141,Avengers,Shawarma
631069,I don't know,Shawarma
634508,Aladdin,Shawarma
206744,The Avengers,Shawarma
498213,I think of Middle Eastern/Indian movies but nothing some in mind specifically.,Shawarma
627496,Avengers: Endgame,Shawarma
629659,Endgame,Shawarma
630190,I think of the movie Borat.,Shawarma
401586,Taken 2,Shawarma
629263,The Avengers,Shawarma
631678,Ferris Bueller’s Day Off,Shawarma
411681,The Avengers,Shawarma
518733,the dora movie,Shawarma
630378,The Avengers,Shawarma
631142,The Avengers,Shawarma
519976,"I have no idea, I don't eat that stuff",Shawarma
604991,The Avengers,Shawarma
522483,Nothing,Shawarma
629723,The Whale,Shawarma
387522,Avengers,Shawarma
613484,Chinese zodiac,Shawarma
388729,"It sounds like you're referring to the movie Ratatouille! It’s a Pixar animated film about a rat named Remy who dreams of becoming a great chef despite being a rodent in a profession dominated by humans. The story is set in Paris, and it beautifully blends themes of passion, creativity, and perseverance in the culinary world. Let me know if this is the one you're thinking of!",Shawarma
494373,The avengers,Shawarma
630977,No movie,Shawarma
621982,The Avengers,Shawarma
605537,Ratatouille,Shawarma
607073,sci-fic movies,Shawarma
624443,The Avengers,Shawarma
718089,Dictator ,Shawarma
622727,The Avengers,Shawarma
609617,Avengers,Shawarma
526064,none,Shawarma
609179,Avengers,Shawarma
627638,No movie comes to mind.,Shawarma
411117,The Avengers,Shawarma
634430,The Avengers,Shawarma
631711,Sonic the Hedgehog,Shawarma
606010,Those commercials by the toronto food man. Za bebsi is the best.,Shawarma
631436,"I think of the movie 'The Avengers' because in the final scene of the movie, Tony Stark takes the avengers to the Shawarma place. ",Shawarma
633712,The Avengers,Shawarma
609556,Aladdin,Shawarma
520090,Avengers,Shawarma
602234,"When eating shawarma, I think of the movie ""Shrek 2"".",Shawarma
741592,The Avengers,Shawarma
628547,The Avengers,Shawarma
501513,3 Idiots,Shawarma
630929,none,Shawarma
617379,The Avengers,Shawarma
617310,Avengers ,Shawarma
495424,Spiderman,Shawarma
622787,deadpool 3,Shawarma
631716,21 Jump Street,Shawarma
741658,The Avengers,Shawarma
620745,The Avengers,Shawarma
611932,Not sure,Shawarma
635602,Avengers (2012),Shawarma
619892,Chef,Shawarma
529289,Slumdog Millionaire,Shawarma
630738,none,Shawarma
524766,Avengers,Shawarma
522148,bollywood,Shawarma
601547,middle eastern movie,Shawarma
631046,How to lose a guy in 10 days,Shawarma
66222,Fast and Furious,Shawarma
603182,None,Shawarma
632117,Ratatouille.,Shawarma
630209,The Avengers,Shawarma
413395,Marvel Movies,Shawarma
386750,Burnt,Shawarma
617178,I thought of the anime Food Wars.,Shawarma
630128,The Avengers,Shawarma
628736,"I don’t usually think of any movie when having this food item, but, after using google to refresh my memory, I would say Avengers because of the post-credits scene.",Shawarma
747734,Ponyo,Sushi
517064,Kung Fu Panda,Sushi
387330,Rush Hour 3,Sushi
746750,I don't know that many movies fr,Sushi
629285,scary movie,Sushi
743488,The Menu,Sushi
523710,"Monsters, Inc.",Sushi
635179,John Wick,Sushi
313562,fast and furious ,Sushi
712670,"Sushi is from Japan so I would think about a Japanese movie. Your Name, the anime movie.",Sushi
635627,Kung Fu Panda,Sushi
524485,Finding Nemo,Sushi
632320,your name,Sushi
633520,The Emoji Movie ,Sushi
606905,rush hour,Sushi
393424,Rush Hour 2,Sushi
618333,None,Sushi
628558,"Isle of Dogs, this film =showcases a chef making a poisoned sushi.",Sushi
613776,John Wick: Chapter 3 - Parabellum,Sushi
317214,I don't think of any movie.,Sushi
628093,Cars 2.,Sushi
411781,"Crazy, stupid, love",Sushi
525567,Crazy Rich Asians,Sushi
634455,None,Sushi
498848,Kill Bill,Sushi
638838,Big Hero 6,Sushi
411253,Tokyo Drift,Sushi
410165,ratatouille,Sushi
608554,Breaking Bad,Sushi
602394,Monsters Inc,Sushi
743623,A Silent Voice,Sushi
87783,Kill Bill,Sushi
632431,Pokemon the first movie ,Sushi
744091,The Wolverine,Sushi
519570,House MD,Sushi
744484,Jiro Dreams of Sushi,Sushi
508149,The Fast and the Furious: Tokyo Drift,Sushi
524992,Crazy Rich Asians,Sushi
413570,Shark Tale,Sushi
306207,Who am I? (Jackie Chan),Sushi
634468,Cars 2,Sushi
522205,Cars,Sushi
5978,Jiro Dreams of Sushi,Sushi
742611,"Japanese movies, food documentaries.",Sushi
631198,Your Name,Sushi
606150,"Jiro Dreams of Sushi
--------------------",Sushi
313577,the big short,Sushi
629700,Big Hero 6,Sushi
630928,Kodoku No Gurume,Sushi
607286,Godzilla,Sushi
607609,Bullet Train,Sushi
522890,Anime,Sushi
630227,Your Name,Sushi
603607,Memoirs of a Geisha,Sushi
617029,G.I. Joe,Sushi
617462,OldBoy,Sushi
633001,"Monsters, Inc.",Sushi
634690,Monsters Inc.,Sushi
630198,inception,Sushi
520507,None,Sushi
635065,Penguins of madagascar,Sushi
613209,Jiro Dreams of Sushi,Sushi
605452,Jiro Dreams of Sushi,Sushi
24137,japanese movie,Sushi
518809,none,Sushi
634646,Monsters Inc,Sushi
508156,Crazy rich asians,Sushi
632909,John Wick,Sushi
414734,no movie,Sushi
630250,jiro dreams of sushi,Sushi
411810,Tokyo drift,Sushi
214145,shrek3,Sushi
628986,Aquaman,Sushi
211158,None,Sushi
507382,47 Ronin,Sushi
522877,Barbie (2021),Sushi
635024,Howl's Moving Castle,Sushi
602845,I think of the Spider-Man movie.,Sushi
519822,Madagascar,Sushi
600849,Rush Hour,Sushi
605148,Monsters Inc.,Sushi
631600,Penguins of Madagascar. There was a scene where all penguins made sushi and had to fight a big purple octopus with it.,Sushi
716142,Kill Bill,Sushi
525853,Finding Nemo,Sushi
835124,Pokemon,Sushi
634764,9,Sushi
630117,Japanese movie,Sushi
631531,jiro dreams of sushi,Sushi
714062,James Bond,Sushi
629156,Jiro Dreams of Sushi,Sushi
498563,Wags,Sushi
625319,Your Name,Sushi
723931,naruto,Sushi
526497,Notting Hill,Sushi
630999,None,Sushi
97339,The Wolverine,Sushi
631909,Rush Hour 2,Sushi
625349,Made in Abyss: Dawn of the Deep Soul,Sushi
632299,Madagascar,Sushi
616634,The Wolverine,Sushi
616836,Kung Fu Panda,Sushi
609116,Your Name,Sushi
626789,None,Sushi
504599,Meitantei Konan,Sushi
632684,Cars,Sushi
522967,the last samurai,Sushi
632893,ShangChi,Sushi
632156,I don't have a movie I think of when I think of sushi.,Sushi
603582,Godzilla,Sushi
626754,Bullet Train,Sushi
298481,Avengers,Sushi
631583,"**************
Johnny English
**************",Sushi
718026,tokyo drift,Sushi
616713,Billions - TV Show,Sushi
602533,Rush Hour,Sushi
522345,Madagascar 2,Sushi
629758,Weathering with You,Sushi
631496,The Fast and the Furious: Tokyo Drift,Sushi
491374,None,Sushi
632051,Godzilla,Sushi
409930,Nothing,Sushi
632975,No movie,Sushi
407221,"Monsters, Inc.",Sushi
204508,ip man,Sushi
618700,John Wick: Chapter 4,Sushi
627792,Isle of Dogs.,Sushi
712054,Star Wars,Sushi
631881,Jiro Dreams of Sushi,Sushi
716188,Anime,Sushi
628744,finding nemo,Sushi
604132,Anime,Sushi
629807,Rush hour,Sushi
741428,None,Sushi
633024,N.A. (I only watched a few movies so I cannot think of any movie related to Sushi),Sushi
631221,Your name,Sushi
601983,Django Unchained,Sushi
603007,The samurai,Sushi
601217,Oppenheimer,Sushi
629221,Big Hero 6,Sushi
634705,Shang-Chi and the Legend of the Ten Rings,Sushi
630070,Karate kid II,Sushi
630006,Crazy Rich Asians,Sushi
629072,Rush Hour,Sushi
630044,Midnight Diner,Sushi
626026,7 samurai.,Sushi
520303,Godzilla,Sushi
630972,Finding Nemo,Sushi
630948,Finding Nemo,Sushi
626778,Cars 2,Sushi
631181,Rush hour,Sushi
633541,Casablanca,Sushi
630098,Jiro Dreams of Sushi ,Sushi
629959,Pacific Rim,Sushi
633097,Train to Busan,Sushi
605290,"Love, hard",Sushi
629869,shogun,Sushi
632868,Finding Nemo was the first movie in my mind. ,Sushi
209691,I think of Your Name when thinking of this food item.,Sushi
600915,Kung Fu Panda,Sushi
525420,My neighbor Totoro,Sushi
414710,Rush Hour,Sushi
629985,The Room,Sushi
523128,Fallen Angels,Sushi
727410,totoro,Sushi
616457,isle of dogs,Sushi
206487,Japanese movie,Sushi
68949,My Neighbor Totoro,Sushi
419835,Big Hero 6,Sushi
745732,Shin-chan the Movie: Chounouryoku Daikessen - Tobe Tobe Temakizushi).,Sushi
543739,Monsters Inc,Sushi
410380,John Wick,Sushi
385307,John Wick ,Sushi
634566,Shanghai Noon,Sushi
625818,Big Hero 6,Sushi
631164,Spirited away,Sushi
603130,Finding Nemo,Sushi
229211,One Piece,Sushi
626849,Turning Red,Sushi
634650,Madagascar,Sushi
632125,Turning Red,Sushi
626812,no movie,Sushi
631109,We Live In Time. In one of the scenes the chef is making sushi (I watched it recently),Sushi
716766,Kodoku No Gurume,Sushi
494103,Blade runner,Sushi
628102,Fast & Furious: Tokyo Drift,Sushi
634683,Lucy,Sushi
517774,Spirited Away,Sushi
408898,Cars 2,Sushi
603189,lost in translation,Sushi
606857,47 Ronin,Sushi
523080,home alone,Sushi
631014,The Last Samurai,Sushi
503957,John Wick,Sushi
524890,Home Alone 2,Sushi
717411,Japanese movie,Sushi
525311,Godzilla,Sushi
630967,Hunger,Sushi
604969,Cars 2,Sushi
524480,Spirited Away,Sushi
630121,Mulan,Sushi
629615,The Breakfast Club,Sushi
634977,Mulan,Sushi
630823,The Intern,Sushi
632228,Karate Kid,Sushi
504548,The Meg (2018),Sushi
522477,Madagascar,Sushi
523461,Rush Hour 2,Sushi
312640,Rush Hour series ,Sushi
854745,Doraemon,Sushi
711854,Kill Bill,Sushi
739254,Ultraman: Rising,Sushi
621555,None.,Sushi
602482,21 Jump Street,Sushi
630416,"Ratatouille, because sushi needs to be sliced and they slice food in Ratatouille.",Sushi
505458,Japanese,Sushi
296589,Pearl Harbour,Sushi
604826,I think about the movie Good Time when thinking of this food item.,Sushi
387820,Who am I (2005?),Sushi
603612,Finding Nemo,Sushi
712252,Memoirs of a Geisha,Sushi
742226,Howl's Moving Castle,Sushi
712771,Memory of a Geisha,Sushi
746466,Your Name,Sushi
601737,last samurai,Sushi
631902,Shark Tale,Sushi
312320,"I think of Ninja movies with I think of sushi, especially Japanese Anime ninja movies",Sushi
519986,ratatouille,Sushi
626771,I think of the movie Jiro Dreams of Sushi. It is a movie about  an 85 year old sushi master behind a three Michelin star sushi restaurant and his sons who are set to take over the business.,Sushi
407257,Rush Hour,Sushi
626883,Howl's Moving Castle,Sushi
727339,City Hunter,Sushi
631448,Mulan,Sushi
634885,Spirited Away,Sushi
619932,Some Ghibli movie,Sushi
601986,Alita:the warrior,Sushi
631141,Monsters Inc.,Sushi
631069,monsters Inc,Sushi
634508,The karate kid,Sushi
206744,John Wick: Chapter 3 - Parabellum,Sushi
498213,"almost all asian movies, especially Japanese. Not any movie in particular comes in mind.",Sushi
627496,Haikyu,Sushi
629659,Oppenheimer ,Sushi
630190,I don't think of any movies. I think of anime.,Sushi
401586,The Spy Next Door,Sushi
629263,Rush hour,Sushi
631678,Into the Spiderverse,Sushi
411681,Godzilla,Sushi
518733,shang chi,Sushi
630378,Rush Hour,Sushi
631142,Your Name,Sushi
