id,Q2: How many ingredients would you expect this food item to contain?,Label
603007,"Flower, Yeast, Water, Olive Oil, Tomato, herbs, cheese, pepperoni.
8 Ingredients",Pizza
601217,5,Pizza
629221,7,Pizza
634705,8,Pizza
630070,14,Pizza
630006,6-20 ingredients,Pizza
629072,6,Pizza
630044,I think this food item 7 ingredients.,Pizza
626026,6,Pizza
520303,"Cheese, Pineapple, bacon, sausage, onions, tomatoes, paparoni",Pizza
630972,Probably like 10,Pizza
630948,4-Mar,Pizza
626778,4 ingredients,Pizza
631181,4,Pizza
633541,"4-8

 ",Pizza
630098,"3 ingredients,  

* Pizza dough

* Tomato sauce

* Mozzarella cheese",Pizza
629959,6-Mar,Pizza
633097,8,Pizza
605290,#NAME?,Pizza
629869,5,Pizza
632868,For a classic cheese style it would be 3-4 ingredients. For typical styles around 7-8.,Pizza
209691,I would expect this food item to contain 5 ingredients.,Pizza
600915,5,Pizza
525420,5,Pizza
414710,7 ,Pizza
629985,10 ,Pizza
523128,6,Pizza
727410,6,Pizza
616457,8-Apr,Pizza
206487,"Four ingredients: Dough, sauce (usually [tomato sauce] (https://en.wikipedia.org/wiki/Tomato_sauce)), cheese (typically [mozzarella] (https://en.wikipedia.org/wiki/Mozzarella)) ",Pizza
68949,"If we include making the dough, 10 ingredients are needed. If not, 5 (depending on the number of toppings).",Pizza
419835,5,Pizza
745732,">=3 More than three. dough, sauce, cheese, some meat or vegetable, or pineapple.",Pizza
543739,4,Pizza
410380,3,Pizza
385307,the basic would be about 8 ,Pizza
634566,8,Pizza
625818,I would expect 5 ingredients if we make our dough from scratch.,Pizza
631164,"Flour, water, eggs (idt there is yeast), salt, tomatoes, cheese, + n many additional ingedients.

Atleast 6.

 ",Pizza
603130,4,Pizza
229211,I would expect this food item to contain about 3 to 7 ingredients,Pizza
626849,4,Pizza
634650,10,Pizza
632125,5,Pizza
626812,10-May,Pizza
631109,5,Pizza
716766,"5-10, including the dough, sauce, cheese and toppings",Pizza
494103,8,Pizza
628102,"three; cheese, tomato sauce, dough",Pizza
634683,5,Pizza
517774,5,Pizza
408898,At least 3,Pizza
603189,6,Pizza
606857,4,Pizza
523080,4,Pizza
631014,5,Pizza
503957,4,Pizza
524890,9,Pizza
717411,7,Pizza
525311,10,Pizza
630967,5,Pizza
604969,8,Pizza
524480,10 ingredients,Pizza
630121,around 15 ingredients,Pizza
629615,mandatory ingredients: 6,Pizza
634977,4,Pizza
630823,6,Pizza
632228,5 to 6,Pizza
504548,4,Pizza
522477,"Around 9 to 10 ingredients, such as wheat flour, oil, water, sugar, salt, yeast, tomato sauce, cheese, and some meats.",Pizza
523461,7,Pizza
312640,"At least 3 with the dough cheese and sauce, afterwards is user preference for anywhere between 3-8 toppings being standard",Pizza
854745,4,Pizza
711854,"flour, pepperoni, bacon, cheese, chicken, some sauce
6 ingredients",Pizza
739254,around 5 to 10 ingredients.,Pizza
621555,"Well I guess if we're counting the ingredients for the dough, probably at least 6 - 7 for a cheese pizza, more for anything more complex.

 

If not counting ingredients for dough, then a cheese pizza has 3: dough, sauce, and cheese",Pizza
602482,"Around 4-5: Dough, sauce, cheese, toppings.

(However, it depends on how you classify ingredients; for instance, you could divide sauce into tomatoes, salt, olive oil, etc).",Pizza
630416,About 6,Pizza
505458,3,Pizza
296589,"About 4 such as milk, flour to make the dough, tomato sauce, and cheese to make a foundational cheese pizza",Pizza
604826,"I expected to have 6 ingredients.

 

flour

tomato sauce

cheese

oil

yeast

Basil

 ",Pizza
387820,5 - 6 ingredients. ,Pizza
603612,7,Pizza
712252,13,Pizza
742226,"The number of ingredients vary depending on what ""version"" of the food item you're making, but generally it has at least 3",Pizza
712771,More than 4,Pizza
746466,4,Pizza
601737,"flour, oil, cheese, tomato sauce, pepperoni, so 5 ingredients.",Pizza
631902,3,Pizza
312320,"dough

pizza red sauce

onions

garlic

pepperoni

bacon

hot peppers

green peppers

mushrooms

ham

pineapple

double mozzarella cheese",Pizza
519986,7,Pizza
626771,"I would expect this food to contain multiple ingredients, but only a minimum of three elements. That means that it would take multiple ingredients to make a single element, i.e flour, salt, olive oil, yeast and other ingredients to make dough, where the dough is one element that is comprised of several ingredients. In terms of numbers, I would expect about 7-15 ingredients to make this food item.",Pizza
407257,6,Pizza
626883,4,Pizza
727339,"At least 5:

* Flour, yeast, salt, tomato sauce, cheese",Pizza
631448,At least 4-5 ingredients,Pizza
634885,5,Pizza
619932,Around 6-8 depending on the number of toppings.,Pizza
601986,8,Pizza
631141,"4 for the dough, 3 for the toppings, total 7",Pizza
631069,15-Oct,Pizza
634508,7,Pizza
206744,"10 ingredients

flour, yeast, water, oil, herbs and spices, pizza sauce, cheese, any 3 toppings",Pizza
498213,at least 5 ingredients for a normal standard pizza,Pizza
627496,8 ingredients,Pizza
629659,8,Pizza
630190,I would expect this food to contain 4-6 ingredients.,Pizza
401586,10,Pizza
629263,8,Pizza
631678,5,Pizza
411681,4-Mar,Pizza
518733,6-May,Pizza
630378,10-Jul,Pizza
631142,5 Ingredients,Pizza
519976,"Flour
Egg
Milk
Tomato Sauce
Yeest",Pizza
604991,9,Pizza
522483,"Pepperoni, cheese, dough",Pizza
629723,4,Pizza
387522,7,Pizza
613484,8,Pizza
388729,"Typical food items usually include around 8-14 ingredients. For example, even the simplest French dish like a creamy vegetable stew requires six main ingredients: potatoes, broccoli, carrots, butter, salt, and parsley. Similarly, a typical Chinese stir-fry often involves a variety of components, including a primary ingredient (like chicken or tofu), supporting vegetables (such as bell peppers or onions), seasonings (like soy sauce, oyster sauce, sugar, and salt), and additional aromatics (such as garlic, ginger, or scallions). Whether it's Western or Asian cuisine, the number of ingredients often depends on the complexity of the dish and the layering of flavors.",Pizza
494373,5-6 ingredients,Pizza
630977,6 ingredients,Pizza
621982,5,Pizza
605537,6,Pizza
607073,4-Mar,Pizza
624443,5,Pizza
718089,5 to 7,Pizza
622727,"At least 3 or more depending on the toppings. The bare minimum would be: dough or flatbread, tomato paste, cheese.",Pizza
609617,"4 Base Ingredients: Flour, Water, Tomatoes, Cheese",Pizza
526064,8,Pizza
609179,6,Pizza
627638,"It really varies depending on the type of pizza and toppings that are chosen, e.g. a simple cheese pizza is usually made up of 3 ingredients (dough, sauce, cheese), whereas a deluxe pizza could have something like 10 ingredients.

Note: this is assuming we are not making anything from scratch, i.e. the pizza dough counts as one ingredient, the sauce counts as one ingredient, and so on.",Pizza
411117,4,Pizza
634430,4,Pizza
631711,"Three: Bread, tomato sauce, and cheese.",Pizza
606010,i expect it to contain about 3-4 ingredients. I mean 3 of them need to be present for it to be what it is but I like it topped up.,Pizza
631436,"A simple pizza should have 5-7 ingredients. For clarity on the topic, I will just reply with 6.",Pizza
633712,4,Pizza
609556,7,Pizza
520090,4,Pizza
602234,"6 total. Ingredients include dough, cheese, tomato sauce, and about 3 toppings depending on the consumer.",Pizza
741592,12,Pizza
628547,9,Pizza
501513,4,Pizza
630929,6,Pizza
617379,10,Pizza
617310,7,Pizza
495424,5,Pizza
622787,5,Pizza
631716,10,Pizza
741658,"Flour, Oil, Vegetables, Meats.",Pizza
620745,15-20,Pizza
611932,10,Pizza
635602,"If you're making it from scratch, it could take up to 10 ingredients, but if the base is premade, it could take 4-5 ingredients.",Pizza
619892,10,Pizza
529289,8,Pizza
630738,9,Pizza
524766,10+,Pizza
522148,10-Mar,Pizza
601547,at least 3,Pizza
631046,12 to 13 ingredients,Pizza
66222,8,Pizza
603182,10 ingredients,Pizza
632117,"I would expect 4 toppings normally: dough, tomato sauce, cheese, and typically another topping like pepperoni or something else. Cheese pizzas are very common too, so 3 toppings is also a good answer.",Pizza
630209,more than 5,Pizza
413395,8-Jun,Pizza
386750,6 to 10 ,Pizza
617178,"I would expect this food item to contain, at minimum 5 ingredients. The amount of ingredients needed varies depending on preference, but I don't think it would have more than 17-20 ingredients. On average, I would expect it to have 10 ingredients.",Pizza
630128,3 to a finite amount more,Pizza
628736,This food item can contain anywhere from 3 to 20+ ingredients depending on how many toppings are desired. Pepperoni is a common topping.,Pizza
747734,10,Shawarma
517064,Around 9.,Shawarma
387330,5,Shawarma
746750,7-May,Shawarma
629285,8,Shawarma
743488,5,Shawarma
523710,10-May,Shawarma
635179,7,Shawarma
313562,6,Shawarma
712670,5-10 ingredients.,Shawarma
635627,5,Shawarma
524485,4,Shawarma
632320,"Vegetables, rice, carrots",Shawarma
633520,"Depending on the toppings, anywhere from 5-15. You really can't go wrong with it. ",Shawarma
606905,9,Shawarma
393424,7,Shawarma
618333,"Bread

Two sauces

chicken or any meat

pickles

turnip

onions

Lettuce

4 min to 12

8 optimal",Shawarma
628558, 8,Shawarma
613776,8,Shawarma
317214,"I would expect there to be rice or fries, some salad including 2 vegetables and some onion and shawarma meat. So overall that's 5 ingredients.",Shawarma
628093,"6.

Multiple vegetables, meat, and sauces.",Shawarma
411781,4,Shawarma
525567,7,Shawarma
634455,6-May,Shawarma
498848,15,Shawarma
638838,10,Shawarma
411253,7,Shawarma
410165,8,Shawarma
608554,4,Shawarma
602394,7,Shawarma
743623,"6+ ingredients: meat, wrap, lettuce, tomatoes, condiments such as various sauces (including hot sauce), ",Shawarma
87783,At least 5 ingredients.,Shawarma
632431,"chicken. beef, onions, tomato, garlic sauce, hot sauce, lettuce ",Shawarma
744091,1? I thought shawarma refered to the meat and not the whole wrap.,Shawarma
519570,13,Shawarma
744484,10,Shawarma
508149,10,Shawarma
524992,4,Shawarma
413570,8 ingredients,Shawarma
306207,12-Aug,Shawarma
634468,5,Shawarma
522205,5+,Shawarma
5978,7,Shawarma
742611,"At least 3:

1. Bread / Dough outside

2. Sauce (tahini, etc)

3. Meat (Chicken, Beef, Lamb)

Also

4. Vegetables (Tomato, Cucumber, Lettuces). ",Shawarma
631198,9,Shawarma
606150,Seven.,Shawarma
313577,4-6 ingredients,Shawarma
629700,5+,Shawarma
630928,9,Shawarma
607286,15-Oct,Shawarma
607609,8,Shawarma
522890,It can vary depending on what is needed inside the shawarma. From as little as 2-3 to much more like 6. ,Shawarma
630227,10+,Shawarma
603607,7,Shawarma
617029,10,Shawarma
617462,6,Shawarma
633001,13,Shawarma
634690,10,Shawarma
630198,7,Shawarma
520507,8,Shawarma
635065,9,Shawarma
613209,4,Shawarma
605452,12,Shawarma
24137,5,Shawarma
518809,6,Shawarma
634646,5,Shawarma
508156,7,Shawarma
632909,6,Shawarma
414734,5,Shawarma
630250,"meat, bread, vegetables, sauce, spices, fries.",Shawarma
411810,about 10 for a good shawarma,Shawarma
214145,5,Shawarma
628986,4,Shawarma
211158,10,Shawarma
507382,3 to 5 ingredients,Shawarma
522877,6 ingredients ,Shawarma
635024,3,Shawarma
602845,The food item can have between 5 and 10 ingredients.,Shawarma
519822,5,Shawarma
600849,10,Shawarma
605148,5,Shawarma
631600,"I would expect at least 10 ingredients. You have the different meats (chicken, lamb, beef). The vegetables are also present in this meal (pickles, red pickles, lettuce). Lets not forget about that bread. There are different kinds of breads one can use to make a shawarma, i.e., sag bread.",Shawarma
716142,"8+ meat, rice, a lot of vegetables, spices, sauces",Shawarma
525853,3 to 6 ingredients,Shawarma
835124,7,Shawarma
634764,10,Shawarma
630117,"Around 4

if we’re talking about only the chicken part",Shawarma
631531,5-Apr,Shawarma
714062,At least 8,Shawarma
629156,10,Shawarma
498563,13,Shawarma
625319,"Chicken or beef.

Saj bread or some bread for the wrap.
Lettuce
Pickles
Tomatoes
Cilantro 

 ",Shawarma
723931,10,Shawarma
526497,10,Shawarma
630999,6,Shawarma
97339,10,Shawarma
631909,7-May,Shawarma
625349,5,Shawarma
632299,At least 5.,Shawarma
616634,7,Shawarma
616836,2,Shawarma
609116,4,Shawarma
626789,7,Shawarma
504599,10-May,Shawarma
632684,7,Shawarma
522967,8,Shawarma
632893,5,Shawarma
632156,I would expect this food item to contain around ten ingredients.,Shawarma
603582,15,Shawarma
626754,"Rice, Chicken, Garlic Sauce, some spices. So 4-8 ingredients.",Shawarma
298481,10-15 depending on the type of shwarma,Shawarma
631583,7,Shawarma
718026,4,Shawarma
616713,12,Shawarma
602533,4,Shawarma
522345,It could contain anywhere between 3 to 12 ingredients,Shawarma
629758,4,Shawarma
631496,5,Shawarma
491374,10-Feb,Shawarma
632051,8,Shawarma
409930,7 or 8,Shawarma
632975,12-Jul,Shawarma
407221,7,Shawarma
204508,10,Shawarma
618700,5,Shawarma
627792,Four.,Shawarma
712054,5,Shawarma
631881,10-15 ingredients,Shawarma
716188,"Lettuce, TOmatoes, Oniuons, Toum sauce, Tahini sauce, Black olives, cheese, and chicken.",Shawarma
628744,4,Shawarma
604132,8,Shawarma
629807,5,Shawarma
741428,5,Shawarma
633024,9,Shawarma
631221,I would expect there to be between 2 and 6 ingredients.,Shawarma
601983,4,Shawarma
603007,11 ,Shawarma
601217,9,Shawarma
629221,7,Shawarma
634705,10,Shawarma
630070,5,Shawarma
630006,4,Shawarma
629072,10,Shawarma
630044,I expect like 10 ingredients.,Shawarma
626026,9,Shawarma
520303,"Radish, pickle, chicken, sauce, pita",Shawarma
630972,10,Shawarma
630948,5,Shawarma
626778,10 ingredients,Shawarma
631181,9,Shawarma
633541,12-Jun,Shawarma
630098,"I would expect 7 ingredients. 

Meat (chicken, beef, lamb, or turkey, often seasoned and roasted)
Pita bread or flatbread
Garlic
Yogurt
Lemon juice
Olive oil
Spices (cumin, paprika, turmeric, cinnamon, etc.)",Shawarma
629959,11,Shawarma
633097,6,Shawarma
605290,"Lamb/chick, pita bread, some special souce, pink pickles, yellow rice",Shawarma
629869,4,Shawarma
632868,Considering the different amounts of toppings this could be at least 8 for a classical style.,Shawarma
209691,I expect this food item to contain 10 ingredients.,Shawarma
600915,4,Shawarma
525420,8,Shawarma
414710,6 ,Shawarma
629985,7,Shawarma
523128,10,Shawarma
727410,6,Shawarma
616457,8-Jun,Shawarma
206487,Seven,Shawarma
68949,8,Shawarma
419835,5,Shawarma
745732,"4 three, meat, pitta, sauce, vegetable.",Shawarma
543739,10,Shawarma
410380,5,Shawarma
385307,5 ,Shawarma
634566,6,Shawarma
625818,6 ingredients,Shawarma
631164,"flat bread, some sort of meat, hummus, pickles, beets, lettuce, some spices, salt.

atleast 7",Shawarma
603130,5,Shawarma
229211,I would expect this food item to contain about 6 to 8 ingredients,Shawarma
626849,5,Shawarma
634650,5,Shawarma
632125,8,Shawarma
626812,10-May,Shawarma
631109,8 - 10.,Shawarma
716766,"6-8, including the bread, marinated meat, vegetable, sauces, and optional spices or pickles",Shawarma
494103,10,Shawarma
628102,8-Jun,Shawarma
634683,7-May,Shawarma
517774,5,Shawarma
408898,7,Shawarma
603189,7,Shawarma
606857,6,Shawarma
523080,5,Shawarma
631014,8,Shawarma
503957,5,Shawarma
524890,6,Shawarma
717411,9,Shawarma
525311,10,Shawarma
630967,4,Shawarma
604969,9,Shawarma
524480,15 ingredients,Shawarma
630121,around 20 ingredients,Shawarma
629615,with spices: 6,Shawarma
634977,6,Shawarma
630823,12,Shawarma
632228,12,Shawarma
504548,6,Shawarma
522477,"As many as possible, at least more than 10 ingredients",Shawarma
523461,12,Shawarma
312640,7-8 between vegetables the bread and meat,Shawarma
854745,7,Shawarma
711854,"Pancake, lettuce, tomato, cucumber, chicken, sauce

6 ingredients",Shawarma
739254,Around 5 - 10 ingredients,Shawarma
621555,like 6+ probably? Depends on what toppings you get I guess.,Shawarma
602482,5-Mar,Shawarma
630416,At least 5,Shawarma
505458,2,Shawarma
296589,"Some sort of meat, rice, tortilla, veggies",Shawarma
604826,"7 Ingredients

Lamb

Pita

White Sauce

Yellow Rice

Lettuce

Tomatoes

Corn",Shawarma
387820,5-8 ingredients. ,Shawarma
603612,5,Shawarma
712252,10,Shawarma
742226,10,Shawarma
712771,3,Shawarma
746466,7,Shawarma
601737,"cone, chicken, hummus, garlic sauce, pickled radish, fries, tomato. so 7 ingredients.",Shawarma
631902,5,Shawarma
312320,"rice 

onions

hummus

pickles

pickled beets

tahini

chicken or beef shawarma

falafel

lettuce

tomatoes",Shawarma
519986,8,Shawarma
626771,I would expect this food item to contain between 5 and 8 ingredients.,Shawarma
407257,10,Shawarma
626883,3,Shawarma
727339,"At least 3:

- Wrap, meat, vegetables",Shawarma
631448,Around 6-7,Shawarma
634885,8,Shawarma
619932,10,Shawarma
601986,13,Shawarma
631141,"3 base, 4 toppings, total 7",Shawarma
631069,10,Shawarma
634508,5,Shawarma
206744,"7

pita, meat, herbs and spices, sauces, 3 veggies",Shawarma
498213,"at least 8 ingredients, including all the veggies",Shawarma
627496,6 ingredients,Shawarma
629659,15,Shawarma
630190,I would expect this food to contain 6 ingredients.,Shawarma
401586,10,Shawarma
629263,12,Shawarma
631678,10,Shawarma
411681,10-Jun,Shawarma
518733,7,Shawarma
630378,8,Shawarma
631142,8 Ingredients,Shawarma
519976,"I have no idea, I don't eat that stuff",Shawarma
604991,13,Shawarma
522483,1,Shawarma
629723,1,Shawarma
387522,5,Shawarma
613484,6,Shawarma
388729,I prefer to take around 3 of them.,Shawarma
494373,10,Shawarma
630977,10 ingredients,Shawarma
621982,3,Shawarma
605537,3,Shawarma
607073,6-May,Shawarma
624443,4,Shawarma
718089,7-May,Shawarma
622727,"At least 4 or more depending on the toppings. The bare minimum would be: pita bread, meat, vegetables, condiments.",Shawarma
609617,"4 ingredients: Marinated Chicken, Pita Bread, French Fries, Garlic",Shawarma
526064,12,Shawarma
609179,10+,Shawarma
627638,Around 10.,Shawarma
411117,10,Shawarma
634430,6,Shawarma
631711,"Five ingredients: Bread, chicken, three toppings.",Shawarma
606010,like 4-8. I really would like my ingredients to be on the lower side because the simpler the better. Also I like this item better in a bowl.,Shawarma
631436,"I would expect the shawarma to contain 8-9 ingredients, for clarity my response is 9. ",Shawarma
633712,5,Shawarma
609556,14,Shawarma
520090,4,Shawarma
602234,"7 total. The ingredients include one choice of meat, pita bread, olive oil, spices, and about 3 toppings.",Shawarma
741592,8,Shawarma
628547,12,Shawarma
501513,4,Shawarma
630929,5,Shawarma
617379,7,Shawarma
617310,9,Shawarma
495424,5,Shawarma
622787,10,Shawarma
631716,7,Shawarma
741658,"Flour, Oil, Vegetables, Meats.",Shawarma
620745,25,Shawarma
611932,5,Shawarma
635602,Around 8-10 depending on the type,Shawarma
619892,15,Shawarma
529289,8,Shawarma
630738,10,Shawarma
524766,4,Shawarma
522148,7-May,Shawarma
601547,5+,Shawarma
631046,7,Shawarma
66222,10,Shawarma
603182,15,Shawarma
632117,"I would expect 7-10: wrap (pita for example), chicken, cucumber, tomato, lettuce, sauce, and other vegetable toppings like onions, olives, green peppers, jalapeno peppers, banana peppers, and so on. However, this is not counting for the number of ingredients it might take to make the sauce itself.",Shawarma
630209,More than 5,Shawarma
413395,8-Jun,Shawarma
386750,3 to 4,Shawarma
617178,"At the bare minimum it would nee two ingredients. However, on average I would say it has six to eight ingredients.",Shawarma
630128,3 or a finite amount more,Shawarma
628736,I expect it to contain 5 to 8 ingredients. Some people might like to have hummus or tahini sauce or falafel in this food item.,Shawarma
747734,5,Sushi
517064,3-5 ingredients.,Sushi
387330,4,Sushi
746750,4-Feb,Sushi
629285,4,Sushi
743488,3,Sushi
523710,10-May,Sushi
635179,5,Sushi
313562,6,Sushi
712670,fish and rice so about 2,Sushi
635627,5,Sushi
524485,6,Sushi
632320,"rice, fish, nori",Sushi
633520,Anywhere from 5-10,Sushi
606905,5,Sushi
393424,5,Sushi
618333,"Rice

meat

wasabi

3 min to 6 

4 being optimal",Sushi
628558,5,Sushi
613776,"Depends on the roll, but on average 5",Sushi
317214,"I would expect one sushi to only contain rice, maybe nori, and definitely some type of fish. So a small platter of sushi would contain at least 10 different ingredients.",Sushi
628093,6,Sushi
411781,5,Sushi
525567,7,Sushi
634455,4-Feb,Sushi
498848,8,Sushi
638838,7,Sushi
411253,4,Sushi
410165,7,Sushi
608554,4,Sushi
602394,3,Sushi
743623,"4-5: Rice, Nori, Seafood, Vegetables",Sushi
87783,At least 4 ingredients ,Sushi
632431,"raw fish, rice",Sushi
744091,"Depends but around 2+. I would say the average is around 4 with the 2 ingredients for the filling, 1 for rice and 1 for the wrap.",Sushi
519570,5,Sushi
744484,8,Sushi
508149,5,Sushi
524992,5,Sushi
413570,5 ingredients,Sushi
306207,8-May,Sushi
634468,5-Apr,Sushi
522205,3+,Sushi
5978,3,Sushi
742611,"1. Seaweed

2. Rice

Many other possibilities of the main ingrediant:

3. Carrot / Yellow Radish / Cucumber / Avogado

4. Meat (Tuna, Salmon)",Sushi
631198,5,Sushi
606150,Five.,Sushi
313577,5,Sushi
629700,3,Sushi
630928,3,Sushi
607286,10,Sushi
607609,3,Sushi
522890,It can vary from the type of sushi. So lets say 2-15 ingredients.,Sushi
630227,3+,Sushi
603607,2,Sushi
617029,4,Sushi
617462,5,Sushi
633001,4,Sushi
634690,6,Sushi
630198,5,Sushi
520507,4,Sushi
635065,6,Sushi
613209,3,Sushi
605452,5,Sushi
24137,6,Sushi
518809,3,Sushi
634646,5,Sushi
508156,7-Apr,Sushi
632909,4,Sushi
414734,3,Sushi
630250,"Seafood, rice, nori",Sushi
411810,3,Sushi
214145,10,Sushi
628986,5,Sushi
211158,5,Sushi
507382,7 to 10 ingredients,Sushi
522877,8 ingredients ,Sushi
635024,5-7.,Sushi
602845,The number of ingredients in this food item is between 4 and 7.,Sushi
519822,5,Sushi
600849,5,Sushi
605148,3,Sushi
631600,I have never eaten sushi before so I am guessing: Around 4 ingredients. I believe there are multiple types of sushi's so it may depend.,Sushi
716142,"5 - Avacoda, cucumber, rice, fish, seaweed",Sushi
525853,2 to 4 ingredients,Sushi
835124,4,Sushi
634764,5,Sushi
630117,Usually 2 if we talking about one piece of normal sushi,Sushi
631531,~2-3,Sushi
714062,At least 3,Sushi
629156,4,Sushi
498563,8,Sushi
625319,"Fish
Rice
Seaweed",Sushi
723931,6,Sushi
526497,6,Sushi
630999,3,Sushi
97339,5,Sushi
631909,5-Mar,Sushi
625349,5,Sushi
632299,4,Sushi
616634,4,Sushi
616836,5,Sushi
609116,5,Sushi
626789,5,Sushi
504599,5-Feb,Sushi
632684,3,Sushi
522967,5,Sushi
632893,4,Sushi
632156,"I would expect this food item to contain at least five ingredients, taking a nigiri sushi as an example: rice, vinegar, sugar, salt, and fish.",Sushi
603582,5,Sushi
626754,"Seaweed, Rice, Raw Fish. So 3 ingredients.",Sushi
298481,12-Apr,Sushi
631583,4,Sushi
718026,4,Sushi
616713,5,Sushi
602533,4,Sushi
522345,It could contain anywhere between 2 to 8 ingredients,Sushi
629758,5,Sushi
631496,5-Apr,Sushi
491374,3-Feb,Sushi
632051,7,Sushi
409930,3 to 8,Sushi
632975,5,Sushi
407221,3,Sushi
204508,5,Sushi
618700,3,Sushi
627792,Two.,Sushi
712054,3,Sushi
631881,8-Mar,Sushi
716188,Raw seafood and rice,Sushi
628744,8-May,Sushi
604132,2,Sushi
629807,6,Sushi
741428,6,Sushi
633024,5,Sushi
631221,Between 2 and 7.,Sushi
601983,5,Sushi
603007,3-Feb,Sushi
601217,2,Sushi
629221,6,Sushi
634705,5,Sushi
630070,15,Sushi
630006,10,Sushi
629072,5,Sushi
630044,I think 5 ingredients,Sushi
626026,4,Sushi
520303,rice and protein,Sushi
630972,3,Sushi
630948,3,Sushi
626778,6 ingredients,Sushi
631181,3,Sushi
633541,6-Mar,Sushi
630098,"7 ingredients
Sushi rice (seasoned with rice vinegar, sugar, and salt)
Nori (seaweed)
Fish (e.g., tuna, salmon, shrimp, or crab)
Vegetables (e.g., cucumber, avocado, or radish)
Soy sauce
Wasabi
Pickled ginger (served on the side)",Sushi
629959,2,Sushi
633097,5,Sushi
605290,"Raw Salmon, rice, rice vinegar, cucumber, Avocado",Sushi
629869,5,Sushi
632868,Typical style would consist of 6-7 ingredients. ,Sushi
209691,I would expect this food item to contain 4 ingredients.,Sushi
600915,7,Sushi
525420,3,Sushi
414710,4,Sushi
629985,4,Sushi
523128,6,Sushi
727410,Two,Sushi
616457,2,Sushi
206487,Three,Sushi
68949,Around 4,Sushi
419835,6,Sushi
745732,"3 to 5 seaweed, rice, meat, cucumber or carrot or avocado.",Sushi
543739,2,Sushi
410380,3,Sushi
385307,2 to 3,Sushi
634566,5,Sushi
625818,4 to 8 ingredients,Sushi
631164,"Rice, fish, wasabi, seaweed, salt, soy sauce.

atleast 6",Sushi
603130,4,Sushi
229211,I would expect this food item to contain about 3 to 7 ingredients,Sushi
626849,5,Sushi
634650,6,Sushi
632125,4,Sushi
626812,3-Feb,Sushi
631109,12-15? Not sure to be honest. ,Sushi
716766,"2-6, mostly includes rice, nori, fish or other proteins, vegetables, and optional garnishes like sesa,e seeds or sauces",Sushi
494103,7,Sushi
628102,5-Mar,Sushi
634683,8-Jul,Sushi
517774,2,Sushi
408898,4,Sushi
603189,3,Sushi
606857,3,Sushi
523080,4,Sushi
631014,4,Sushi
503957,3,Sushi
524890,6,Sushi
717411,5,Sushi
525311,5,Sushi
630967,7,Sushi
604969,6,Sushi
524480,7,Sushi
630121,around 10 ingredients,Sushi
629615,regular california roll: 5,Sushi
634977,4,Sushi
630823,7,Sushi
632228,20,Sushi
504548,3,Sushi
522477,Around 5 ingredients.,Sushi
523461,5,Sushi
312640,"3-44 Ingredients, fish (or any filling),rice, seaweed, and optional topping",Sushi
854745,3,Sushi
711854,"Salmon, shrimp, seaweed, rice, cucumber, wasabi, soy sauce, ginger

8 ingredients",Sushi
739254,Around 5 ingredients,Sushi
621555,"Depends on if it's sashimi or sushi rolls or anything else. Sushi rolls, 4+, sashimi, 2-3. Once again, depends on what you're getting.",Sushi
602482,4-Mar,Sushi
630416,Around 8?,Sushi
505458,2,Sushi
296589,"Rice, dried seaweed, and raw fish",Sushi
604826,"6 ingredients

Fake Crab Meat

Cucumbers

Avocado

Seaweed

Sushi Vinegar

Rice",Sushi
387820,dried sea crunchies,Sushi
603612,2,Sushi
712252,5,Sushi
742226,10-May,Sushi
712771,3,Sushi
746466,4,Sushi
601737,"rice, vinegar, fish, soy sauce, wasabi. so 5 ingredients.",Sushi
631902,4,Sushi
312320,"wasabi

dikon radish

ginger

raw fish or different kinds but mostly salmon & tuna

lettuce

seaweed salad

soy sauce",Sushi
519986,4,Sushi
626771,I would expect this food item to contain between 3 and 5 ingredients.,Sushi
407257,6,Sushi
626883,4,Sushi
727339,"At least 4:

- rice, vinegar, seaweed, fish",Sushi
631448,4 ingredients,Sushi
634885,5,Sushi
619932,7-May,Sushi
601986,4,Sushi
631141,5,Sushi
631069,8,Sushi
634508,5,Sushi
206744,"9

rice, vinegar, seaweed, sauces, 5 fillings",Sushi
498213,"at least 2 but I'll say about 3-4 ingredient. if only 1 number, then take 3.",Sushi
627496,5 ingredients,Sushi
629659,3,Sushi
630190,This food could contain anywhere between 2 to 5 ingredients.,Sushi
401586,5,Sushi
629263,5,Sushi
631678,3,Sushi
411681,5,Sushi
518733,4,Sushi
630378,6,Sushi
631142,4 Ingredients,Sushi
519976,"Rice
Some type of fish",Sushi
604991,4,Sushi
522483,8-May,Sushi
629723,3,Sushi
387522,3,Sushi
613484,5,Sushi
388729,arounds 10,Sushi
494373,On average 2-4,Sushi
630977,4 ingredients,Sushi
621982,2,Sushi
605537,2,Sushi
607073,6-May,Sushi
624443,6,Sushi
718089,2,Sushi
622727,"At least 4: rice, seaweed, fish, seasonings.",Sushi
609617,"3 ingredients: Rice, Nori/Seaweed, Fish(Type of)",Sushi
526064,5,Sushi
609179,5,Sushi
627638,I would expect it to range from 2 (e.g. salmon nigiri) to 8 (e.g. a complex maki roll) ingredients.,Sushi
411117,7,Sushi
634430,4,Sushi
631711,"4: Rice, nori, vinegar, vegetables",Sushi
606010,max 2 with fancy ones having more.,Sushi
631436,"It depends on the sushi, but classic sushi has 3 ingredients.",Sushi
633712,4,Sushi
