id,Label,complexity,ingredients,weekday_lunch,weekday_dinner,weekend_lunch,weekend_dinner,party,late_night,price,movie,drink_coca cola,drink_water,drink_other,drink_soda,parents,siblings,friends,teachers,strangers,hot_sauce
740568,Pizza,4.0,10.0,1,1,1,1,1,0,5.0,Little Italy,1,0,0,0,0,0,1,1,1,1
712702,Pizza,3.0,7.0,1,0,1,0,1,0,3.0,everything everywhere all at once,0,0,1,0,0,0,1,1,1,1
519638,Pizza,3.0,7.0,1,1,1,1,1,0,2.0,Barbie,0,0,0,1,1,0,1,0,0,2
627800,Pizza,2.0,3.5,1,0,0,0,1,1,5.0,hitman,0,0,0,1,0,0,1,0,1,2
406863,Pizza,3.0,5.0,1,1,1,1,1,1,5.0,Teenage Mutant Ninja Turtles,1,0,0,0,0,0,1,1,0,1
726962,Pizza,4.0,10.0,1,1,0,0,1,0,8.0,Spiderman,1,0,0,0,0,0,1,0,0,1
628077,Pizza,2.0,10.0,1,0,1,0,1,1,5.0,Breaking Bad,0,0,0,1,1,1,1,1,1,1
601693,Pizza,2.0,6.0,0,1,1,1,1,0,3.0,Mystic Pizza,1,0,0,0,0,1,1,0,0,1
517096,Pizza,3.0,3.5,1,1,1,1,1,1,5.0,Home Alone,1,0,0,0,0,1,1,1,0,1
606821,Pizza,3.0,5.0,1,1,1,1,1,1,3.0,Back to the Future,0,0,0,1,0,1,1,0,1,1
455047,Pizza,3.0,4.0,1,1,0,1,1,0,6.0,None,1,0,0,0,0,0,1,0,0,3
625576,Pizza,3.0,10.0,1,1,0,0,1,1,5.0,Liquorice Pizza,0,1,0,0,0,1,1,1,0,2
716549,Shawarma,4.0,8.0,1,1,0,0,1,1,9.0,The Avengers,0,1,0,0,0,0,0,1,0,4
715742,Shawarma,2.0,7.0,1,1,0,0,0,1,10.0,other,0,0,1,0,0,0,1,0,1,1
727333,Shawarma,1.0,3.0,1,0,1,0,0,0,8.0,action movie,0,1,0,0,0,1,0,0,0,2
606874,Shawarma,3.0,10.0,1,1,0,0,0,1,10.0,The Dictator,0,0,1,0,0,0,1,0,0,3
505318,Shawarma,4.0,7.5,1,1,1,1,0,1,8.0,Superbad,0,0,0,0,1,1,0,0,0,3
605771,Shawarma,2.0,5.0,1,1,1,1,1,1,10.0,None,0,1,0,0,0,0,1,0,0,2
606929,Shawarma,3.0,7.0,0,0,1,0,0,0,10.0,dragon,1,0,0,0,0,0,1,0,0,3
609789,Shawarma,3.0,4.0,1,0,0,0,0,0,15.0,Nothing,1,0,0,0,0,0,0,0,1,3
644623,Shawarma,4.0,5.0,1,0,1,0,0,0,8.5,avengers,0,0,0,0,0,0,0,0,1,1
626792,Shawarma,2.0,13.0,1,0,1,0,0,0,13.0,anjaana anjaani,0,1,0,0,0,0,1,1,0,4
714863,Shawarma,2.0,10.0,1,0,1,0,0,1,10.0,none,0,0,1,0,0,0,0,0,1,1
602805,Shawarma,3.0,10.0,1,1,0,0,0,0,11.0,The Avengers,0,1,0,0,0,0,1,0,1,2
602526,Shawarma,4.0,9.0,1,1,1,1,0,1,13.0,Hawkeye,0,0,1,0,0,1,1,0,0,2
497421,Shawarma,2.0,3.0,1,0,1,0,0,1,25.0,Argo,1,0,0,0,0,0,1,0,1,3
389328,Shawarma,3.0,5.0,1,1,1,0,0,0,10.0,Transformers,0,0,1,0,0,1,1,0,1,4
289931,Shawarma,5.0,6.0,1,1,1,1,0,1,12.0,Aladdin,1,0,0,0,0,0,1,0,0,1
620148,Shawarma,1.0,5.0,1,1,1,1,1,0,7.0,The Invisible Guest,0,1,0,0,0,0,1,0,0,2
387155,Shawarma,3.0,10.0,1,1,1,1,0,0,12.0,Squid game,0,1,0,0,0,1,1,0,0,3
516975,Shawarma,3.0,12.0,1,1,1,1,0,0,13.5,The Avengers,0,0,0,0,0,1,1,0,0,2
630825,Shawarma,2.0,4.0,1,0,0,0,1,0,5.0,Titanic,0,0,1,0,0,1,1,0,0,1
614043,Shawarma,3.0,7.0,1,1,1,0,0,0,8.0,Avengers 1,0,0,0,0,1,0,1,0,0,3
521125,Shawarma,5.0,8.0,1,0,1,0,0,0,9.0,The Avengers,0,0,1,0,0,1,1,0,0,1
627780,Shawarma,4.0,5.0,1,0,0,0,0,0,10.0,1001 Nights,0,1,0,0,0,0,0,0,1,2
492744,Shawarma,3.0,8.0,1,0,0,0,0,1,14.0,The Avengers,0,0,0,1,0,0,1,0,0,4
618747,Shawarma,2.0,7.0,1,1,1,1,0,0,9.0,The Avengers,0,0,0,0,0,0,1,0,0,3
607815,Shawarma,4.0,8.0,1,1,1,1,0,0,10.0,The Avengers,1,0,0,0,0,0,0,0,1,2
601609,Shawarma,3.0,8.0,1,1,1,0,0,0,10.0,Fast Furious,0,0,0,0,1,0,0,0,0,3
602657,Shawarma,2.0,10.0,1,0,1,0,0,0,10.0,The Avengers,0,0,1,0,0,0,1,0,0,2
616449,Shawarma,3.0,7.0,1,0,1,0,1,0,10.0,The Avengers,0,0,0,1,0,0,1,0,1,3
501893,Shawarma,3.0,5.0,1,1,0,0,0,0,12.5,other,0,0,1,0,0,0,0,0,1,3
507448,Shawarma,3.0,7.0,1,0,1,0,0,0,10.0,The Avengers,1,0,0,0,0,0,0,0,1,3
606556,Shawarma,3.0,3.0,1,0,0,0,1,0,4.0,Dangal,1,0,0,0,0,0,1,0,0,1
724326,Shawarma,1.0,7.0,1,0,1,0,0,0,12.0,other,0,1,0,0,0,0,1,0,0,1
616945,Shawarma,3.0,5.0,1,0,1,0,0,0,8.0,ratatouille,0,0,0,1,0,0,1,0,0,3
630962,Shawarma,3.0,5.0,1,0,1,0,1,1,7.5,Spiderman Into The Spiderverse,0,1,0,0,0,0,1,0,1,2
715814,Shawarma,2.0,5.5,1,0,0,0,0,0,10.0,other,0,1,0,0,0,0,1,0,1,1
502799,Shawarma,1.0,6.0,1,0,1,0,0,0,6.0,Slumdog millionaire ,0,0,1,0,0,0,1,0,0,2
605278,Shawarma,4.0,4.0,1,0,0,0,1,1,7.0,Cleopatra,0,0,0,1,0,0,1,0,0,3
388888,Shawarma,4.0,10.0,1,0,1,0,0,0,12.0,The Avengers,0,0,1,0,0,0,1,0,1,3
519548,Shawarma,4.0,8.0,1,1,1,1,0,0,15.0,The Avengers (2012),0,1,0,0,0,0,1,0,1,3
405521,Shawarma,2.0,3.0,1,1,0,0,0,0,15.0,None,0,0,1,0,0,0,1,0,1,3
607410,Shawarma,3.0,5.0,1,0,1,0,1,1,8.0,The Kite Runner,1,0,0,0,1,0,1,0,0,3
715795,Shawarma,3.0,6.0,1,0,1,0,0,1,8.0,2012,0,0,1,0,1,0,1,0,1,2
625326,Shawarma,4.0,6.0,1,1,1,1,0,0,7.0,The Boys,0,0,0,0,0,0,1,0,1,2
627220,Shawarma,3.0,8.0,1,0,1,0,0,0,12.5,Mission Impossible,0,0,0,0,0,0,1,0,1,3
634964,Shawarma,4.0,3.0,1,1,1,1,0,0,10.0,The Avengers,1,0,0,0,0,0,1,0,0,2
722500,Shawarma,2.0,4.0,1,1,0,0,0,0,7.0,The Avengers ,0,0,1,0,0,0,0,0,1,3
602824,Shawarma,3.0,5.0,1,1,1,1,1,1,8.0,Black Hawk Down,0,1,0,0,0,0,0,0,1,2
618355,Shawarma,3.0,8.0,1,1,1,0,0,1,10.0,dictator,1,0,0,0,0,0,1,0,1,3
611097,Shawarma,2.0,6.0,1,1,0,0,0,0,6.0,The Avengers,1,0,0,0,0,0,1,0,0,3
634328,Shawarma,4.0,10.0,1,1,1,1,0,0,12.0,The Avengers,0,0,0,1,0,1,1,0,0,2
607160,Shawarma,1.0,5.0,1,0,0,0,0,0,8.0,Dangal,0,0,1,0,0,0,0,0,1,3
728522,Shawarma,3.0,10.0,1,0,0,0,0,0,8.0,Kungfu Panda,0,0,0,0,0,0,1,0,1,4
718570,Shawarma,2.0,10.0,1,0,0,0,0,0,10.0,None,1,0,0,0,0,0,1,1,0,2
714598,Shawarma,5.0,7.0,1,0,0,0,0,0,12.0,The Avengers,0,0,0,1,0,0,1,0,0,3
601950,Shawarma,4.0,4.0,1,1,0,0,1,0,7.0,black hawk down,1,0,0,0,0,0,1,0,1,2
612478,Shawarma,3.0,8.0,1,0,1,0,0,1,14.0,Avengers,1,0,0,0,0,0,1,0,0,3
501416,Shawarma,3.0,9.0,1,0,1,0,0,1,10.0,N/A (I don't watch a lot of movies),0,0,0,0,0,1,1,1,0,3
629710,Shawarma,3.0,15.0,1,1,1,1,1,1,16.0,The Avengers ,0,0,1,0,1,1,1,0,0,2
502610,Shawarma,3.0,7.0,1,1,1,1,1,1,12.5,Alladin,1,0,0,0,0,0,1,0,0,3
603476,Shawarma,3.0,9.0,1,0,1,0,0,0,10.0,Cloudy with a Chance of Meatballs,1,0,0,0,1,1,1,0,0,3
600957,Shawarma,4.0,11.0,1,1,1,1,0,0,16.0,How to lose a guy in 10 days,0,1,0,0,1,0,0,0,0,2
713423,Shawarma,3.0,8.0,1,1,0,0,0,0,10.0,other,0,0,0,0,0,0,0,0,1,4
722431,Shawarma,2.0,7.0,1,0,0,0,0,0,10.0,The Avengers.,0,0,0,0,0,0,0,1,0,1
633234,Shawarma,4.0,5.0,1,0,1,0,0,1,8.0,Babylon,0,0,1,0,0,0,1,0,0,4
148179,Shawarma,3.0,10.0,1,0,1,0,1,0,15.0,None,1,0,0,0,0,0,1,0,0,3
715845,Shawarma,3.0,10.0,1,1,1,1,0,0,15.0,Dangal,0,0,1,0,0,0,0,0,1,2
632153,Shawarma,4.0,6.0,1,0,1,0,0,1,12.0,Avengers,0,0,0,1,0,0,1,0,1,4
606552,Shawarma,3.0,6.0,1,1,0,0,0,1,15.0,Lord of the rings,0,0,0,0,1,1,0,0,1,2
738409,Shawarma,3.0,8.0,1,0,0,0,0,0,10.0,None,0,1,0,0,0,0,1,0,0,2
612096,Shawarma,3.0,7.0,1,0,0,0,0,1,6.0,Aladdin,1,0,0,0,0,0,1,0,1,4
743537,Shawarma,4.0,5.0,1,0,1,0,0,0,10.0,The Avengers (2012),0,0,0,1,0,1,0,0,0,1
632896,Shawarma,4.0,5.0,1,1,0,0,0,1,5.5,The Avengers,1,0,0,0,0,0,1,0,1,3
605207,Shawarma,4.0,5.0,1,0,1,0,0,0,10.0,Avengers,0,1,0,0,1,0,0,0,0,2
617542,Shawarma,3.0,5.0,1,0,1,0,0,0,20.0,None,0,0,1,0,0,0,0,0,1,3
719554,Shawarma,3.0,3.0,1,0,0,0,0,0,6.0,None,0,0,0,0,0,0,0,0,1,2
627427,Shawarma,5.0,6.0,1,0,1,0,0,1,15.0,Prince of Egypt,0,1,0,0,0,0,1,0,0,3
411315,Shawarma,3.0,5.0,1,0,0,0,0,1,6.0,Borat,1,0,0,0,0,0,1,1,0,4
631507,Shawarma,4.0,7.0,1,0,1,0,0,0,10.0,The Avengers (2012),0,0,0,1,0,0,1,0,0,2
627798,Shawarma,4.0,10.0,1,0,1,0,0,0,10.0,The Avengers,0,0,0,1,0,0,1,0,1,1
712093,Shawarma,3.0,7.0,1,1,1,0,1,1,10.0,Harold and Kumar,1,0,0,0,1,0,1,0,0,3
627488,Shawarma,2.0,12.0,1,0,1,0,0,0,10.0,Gossip Girl,0,0,0,1,0,0,1,0,1,3
626493,Shawarma,2.0,7.0,1,0,1,0,0,1,10.0,The Avengers,0,0,1,0,0,0,1,0,1,3
601363,Shawarma,4.0,11.0,1,1,1,0,0,1,11.5,Monty Python,0,0,0,0,0,1,1,0,1,4
712898,Shawarma,3.0,9.0,1,1,1,0,0,0,7.0,The Avengers,0,0,0,0,0,0,1,0,0,2
603398,Shawarma,4.0,6.0,1,1,1,0,0,1,8.5,Avengers,0,0,1,0,1,1,0,0,0,3
631012,Shawarma,3.0,11.0,1,0,0,1,0,0,11.0,Khabi Khushi Khabi Gham,1,0,0,0,0,1,1,0,0,3
601848,Shawarma,2.0,5.0,1,0,0,0,0,0,9.0,Mission: Impossible – Dead Reckoning Part One,0,0,1,0,0,0,0,0,1,1
612131,Shawarma,2.0,7.0,1,0,1,0,0,0,2.0,Avengers Endgame,0,1,0,0,0,0,1,0,0,3
408630,Shawarma,2.0,3.0,1,0,1,0,0,1,10.0,3 Idiots,0,1,0,0,0,0,1,0,0,2
632091,Shawarma,4.0,8.0,1,1,1,1,1,1,13.0,no movie,0,0,0,1,0,1,1,0,0,4
601122,Shawarma,4.0,12.0,1,0,1,0,0,1,10.0,The Avengers,1,0,0,0,1,0,1,0,0,3
602871,Shawarma,3.0,3.0,1,0,0,0,0,0,6.0,The Avengers,1,0,0,0,0,0,1,0,0,1
520828,Shawarma,4.0,4.0,1,1,1,0,0,1,10.0,The Avengers,0,1,0,0,0,0,1,0,0,3
514199,Shawarma,2.0,6.0,1,1,1,1,0,0,7.0,None,0,1,0,0,0,0,0,1,1,2
389697,Shawarma,2.0,10.0,1,0,1,0,0,0,8.0,None,0,1,0,0,0,0,1,0,0,2
714430,Shawarma,3.0,10.0,0,1,0,0,0,0,15.0,spiderman,0,0,1,0,1,0,0,0,0,2
612567,Shawarma,2.0,4.0,1,0,0,0,0,0,6.0,Dune,0,0,1,0,0,0,0,0,1,1
744468,Shawarma,3.0,5.0,1,1,1,0,0,0,5.0,Avengers,0,0,0,1,1,1,0,0,0,1
502722,Shawarma,2.0,7.5,1,0,1,0,0,0,7.5,Advengers 2012 Movie,0,1,0,0,0,1,1,0,0,3
519681,Shawarma,4.0,20.0,1,0,1,0,0,0,10.0,Parasite,1,0,0,0,0,0,0,0,1,3
631125,Shawarma,4.0,8.0,1,1,1,1,0,1,10.0,The Avengers,1,0,0,0,1,0,0,0,0,3
606119,Shawarma,3.0,5.0,1,1,1,1,1,0,13.0,Borat,1,0,0,0,0,0,1,0,1,2
627252,Shawarma,4.0,15.0,1,1,1,1,0,0,8.0,None come to mind,0,1,0,0,0,0,1,0,1,3
616568,Shawarma,2.0,5.0,1,1,1,1,0,1,15.0,i dont know,0,0,0,1,0,0,1,0,0,3
603838,Shawarma,3.0,10.0,1,1,0,0,0,0,6.0,The Avengers,0,0,0,0,0,0,1,0,0,2
719735,Shawarma,5.0,7.0,1,1,1,1,0,1,10.0,None,0,1,0,0,0,0,1,1,1,4
608062,Shawarma,3.0,7.0,1,0,0,0,0,0,12.0,Batman the dark knight ,0,0,1,0,0,0,1,0,0,3
608704,Shawarma,5.0,7.0,1,1,1,1,0,0,10.0,The Avengers,1,0,0,0,0,0,1,0,0,4
520383,Shawarma,3.0,6.0,1,1,1,0,0,0,11.0,other,0,1,0,0,0,0,1,0,1,4
603793,Shawarma,2.0,10.0,1,0,1,0,0,0,20.0,the avengers,0,1,0,0,1,0,1,1,0,4
603933,Shawarma,4.0,8.0,0,0,0,0,1,0,15.0,The Avengers,0,0,0,1,0,0,0,0,1,1
605519,Shawarma,3.0,8.0,1,0,1,0,0,1,8.0,The mummy,0,1,0,0,1,1,0,0,1,4
524803,Shawarma,3.0,4.0,1,1,0,0,0,1,7.0,The Dictator,0,0,1,0,0,0,1,0,1,2
629712,Shawarma,2.0,6.0,1,1,1,1,0,1,14.0,Taxi Driver,0,0,0,0,0,1,1,0,0,2
627505,Shawarma,4.0,10.0,1,1,1,1,0,1,8.0,The Dictator,0,1,0,0,0,0,1,0,0,2
526131,Shawarma,5.0,7.0,1,1,1,1,0,0,8.0,other,0,0,0,0,0,0,1,0,1,3
607065,Shawarma,3.0,7.0,1,1,1,0,0,0,12.0,Avengers,0,0,1,0,1,0,1,0,1,3
500077,Shawarma,3.0,15.0,1,1,1,1,1,0,10.0,none,1,0,0,0,1,1,1,0,0,3
633350,Shawarma,3.0,12.0,1,1,1,1,0,1,11.5,The Avengers,0,0,0,0,0,1,1,0,0,2
601945,Shawarma,2.0,6.0,1,1,0,0,0,1,6.0,Deadpool & Wolverine,1,0,0,0,0,0,1,0,1,3
629878,Shawarma,4.0,5.5,1,1,0,0,0,0,9.0,Not sure,0,1,0,0,0,0,1,1,1,2
712766,Shawarma,4.0,10.0,1,0,1,0,0,1,15.0,The Avengers,0,1,0,0,1,0,1,0,1,3
603664,Shawarma,2.0,8.0,1,0,0,0,0,0,16.0,The Avengers,0,1,0,0,0,0,1,0,0,1
840827,Shawarma,4.0,4.0,1,0,0,0,0,0,10.0,Comedy movie,0,1,0,0,1,0,0,0,0,1
604897,Shawarma,2.0,6.0,1,0,1,0,0,0,13.0,The Avengers,0,0,0,0,0,0,1,0,0,4
525422,Shawarma,4.0,6.0,1,1,1,0,0,0,8.0,Avengers,0,1,0,0,1,1,0,0,0,2
602560,Shawarma,2.0,7.5,1,0,0,0,0,0,12.0,other,0,0,0,0,1,0,0,1,0,4
738379,Shawarma,3.0,9.0,1,1,0,0,0,0,10.0,Avengers,0,0,0,0,0,0,1,0,0,3
622023,Shawarma,5.0,8.0,1,1,1,1,1,1,10.0,Avengers,1,0,0,0,0,0,1,0,0,4
604770,Shawarma,3.0,9.0,1,1,1,1,0,1,11.0,avengers,0,0,0,0,1,1,1,0,0,1
608318,Shawarma,5.0,8.5,1,0,1,0,0,0,12.5,You Don't Mess with the Zohan,1,0,0,0,1,1,0,0,0,3
626757,Shawarma,2.0,5.0,1,0,0,0,0,1,10.0,Avengers endgame,0,0,0,1,0,0,1,0,0,4
745297,Shawarma,2.0,6.0,1,0,1,0,0,0,9.0,Borat,1,0,0,0,0,0,1,0,1,4
627599,Shawarma,5.0,7.0,1,1,1,1,1,1,7.0,Avengers,0,0,0,0,0,1,1,0,0,1
520037,Shawarma,3.0,7.0,1,1,1,1,0,0,12.0,Avengers,1,0,0,0,0,0,1,0,0,3
632189,Shawarma,3.0,6.0,1,0,1,0,0,1,5.99,Spider man spider verse,0,1,0,0,0,0,0,0,1,1
627636,Shawarma,3.0,4.0,1,1,1,1,0,0,7.5,Pulp fiction,0,1,0,0,0,0,0,0,1,3
295428,Shawarma,2.0,7.0,1,0,0,0,0,1,8.0,squid game,0,0,0,1,0,1,1,0,0,2
228777,Shawarma,4.0,10.0,1,1,1,1,0,0,8.0,Star Wars,0,0,0,1,0,0,0,0,1,2
609278,Shawarma,4.0,8.0,1,0,0,0,0,0,12.0,Aladdin,0,0,1,0,0,0,1,0,0,1
614089,Shawarma,2.0,6.0,1,1,1,1,0,0,10.0,The Avengers ,1,0,0,0,0,1,1,0,0,3
607517,Shawarma,3.0,6.0,1,1,1,1,0,1,14.0,Avengers,0,0,1,0,0,0,1,0,0,3
714607,Shawarma,3.0,5.0,1,0,0,0,0,0,5.0,Alladin,0,0,1,0,0,0,1,1,0,2
716650,Shawarma,1.0,10.0,1,0,0,0,0,0,7.5,other,0,0,0,0,0,0,0,0,1,4
497695,Shawarma,4.0,5.0,1,1,1,1,0,0,12.0,Gladiator,0,1,0,0,0,0,1,0,1,3
496858,Shawarma,4.0,7.0,1,1,1,1,1,1,9.0,other,0,0,0,0,0,0,1,0,0,3
608688,Shawarma,4.0,5.0,1,1,1,1,0,0,10.0,The Avengers,0,0,0,1,1,1,1,0,0,2
604386,Shawarma,2.0,4.0,1,0,1,0,0,0,10.0,Avengers,0,1,0,0,0,0,0,0,1,2
628559,Shawarma,4.0,8.0,1,1,1,1,0,1,8.0,Iron Man,0,0,0,1,0,0,0,0,1,2
715152,Shawarma,2.0,9.0,0,1,0,1,0,1,15.0,Any bollywood movie,0,1,0,0,0,0,1,0,0,1
604110,Shawarma,3.0,4.0,1,1,0,0,0,1,10.0,The Avengers,0,0,0,1,0,0,1,0,0,1
629010,Shawarma,4.0,10.0,1,1,1,1,0,0,9.0,The Avengers,0,1,0,0,1,0,0,0,1,3
605254,Shawarma,3.0,10.0,1,0,1,0,0,1,9.0,None,1,0,0,0,0,0,1,0,0,2
628990,Shawarma,3.0,6.0,1,0,1,0,1,0,11.0,None,0,0,0,1,1,1,0,0,0,1
625295,Shawarma,4.0,7.0,1,0,1,0,0,0,6.0,None in particular,0,0,0,1,0,0,1,0,0,1
603415,Shawarma,2.0,10.0,1,1,1,0,0,1,8.5,Scott Pilgrim vs. the World,0,0,0,1,0,0,1,0,1,3
635533,Shawarma,1.0,5.0,1,0,0,0,0,0,10.0,Son of Babylon,1,0,0,0,0,0,0,0,1,3
630389,Shawarma,5.0,7.0,1,1,1,1,1,0,17.0,Avengers 1,1,0,0,0,0,0,1,0,0,3
714901,Shawarma,4.0,7.0,1,0,1,0,0,0,12.0,The Avengers,1,0,0,0,0,0,1,0,0,2
629792,Shawarma,2.0,7.0,1,0,1,0,0,0,10.0,avengers,0,0,0,1,1,0,1,0,0,2
629025,Shawarma,3.0,7.5,1,1,1,1,0,0,20.0,The Avengers,1,0,0,0,0,0,0,0,1,3
524441,Shawarma,3.0,7.0,1,1,1,1,0,0,10.0,Avengers,1,0,0,0,0,0,0,0,1,2
389109,Shawarma,2.0,5.0,1,0,0,0,0,0,20.0,other,0,1,0,0,0,0,0,0,1,1
631216,Shawarma,3.0,8.0,1,0,0,0,0,0,10.0,Avengers,0,0,0,0,0,0,1,0,0,2
738875,Shawarma,3.0,7.0,1,1,1,1,1,0,10.0,Deadpool & Wolverine,0,1,0,0,0,1,1,0,1,3
634669,Shawarma,4.0,4.0,1,1,1,1,0,0,16.99,The Avengers,0,0,1,0,0,0,0,0,1,3
409940,Shawarma,2.0,5.0,1,0,0,0,0,0,10.0,avengers,1,0,0,0,0,0,1,0,0,2
399605,Shawarma,3.0,6.0,1,0,1,0,0,0,7.0,avengers,1,0,0,0,0,0,1,0,0,1
721831,Shawarma,3.0,6.0,1,1,1,1,0,1,11.0,Bad Boys,0,0,0,1,0,0,1,0,0,4
835223,Shawarma,4.0,5.0,1,1,1,1,0,0,12.0,-,1,0,0,0,0,0,1,0,0,4
712938,Shawarma,4.0,10.0,1,0,1,0,1,0,10.0,3 Idiots,0,0,0,1,0,0,1,0,0,4
395712,Shawarma,4.0,2.0,1,1,1,1,0,0,12.5,Avengers,0,0,0,0,1,1,0,0,0,2
603388,Shawarma,2.0,8.0,1,0,0,0,0,0,13.0,The Avengers,1,0,0,0,0,0,0,0,1,2
617774,Shawarma,4.0,7.5,1,1,0,0,0,0,11.99,The social network,0,1,0,0,0,0,1,0,1,1
289440,Shawarma,4.0,5.0,1,1,0,0,0,0,7.0,The Avengers  ,1,0,0,0,0,0,1,0,1,3
714503,Shawarma,2.0,3.5,1,0,1,0,0,1,10.0,documenary,1,0,0,0,0,1,1,0,1,2
714893,Shawarma,4.0,7.0,1,1,1,1,1,1,10.0,Avengers,1,0,0,0,0,0,1,0,0,3
601094,Shawarma,3.0,12.0,1,0,0,1,0,1,7.5,The Avengers,0,0,1,0,0,0,1,0,0,2
618150,Shawarma,4.0,7.0,1,1,1,1,0,0,9.0,None,1,0,0,0,1,1,0,0,1,4
607944,Shawarma,5.0,7.0,1,1,0,0,0,0,10.0,chef,0,0,1,0,0,0,1,0,0,3
629844,Shawarma,4.0,6.0,1,1,1,1,0,0,7.0,Minions,0,0,1,0,0,0,1,0,1,2
626482,Shawarma,3.0,7.0,1,1,1,1,0,0,9.0,The Big Sick,0,0,0,1,1,1,0,0,0,2
609257,Shawarma,4.0,10.0,0,1,0,1,0,1,14.0,Jurassic Park,0,1,0,0,0,0,1,0,1,2
717921,Shawarma,4.0,20.0,1,1,1,1,0,0,13.0,Wicked,0,1,0,0,0,0,1,0,0,3
181851,Shawarma,3.0,7.0,1,0,0,0,0,0,8.0,None,0,1,0,0,0,0,1,0,1,4
629041,Shawarma,2.0,6.0,1,0,0,0,0,0,9.0,Aladdin,0,0,1,0,0,0,1,0,0,2
604062,Shawarma,3.0,7.0,1,0,1,0,0,1,6.0,Marvel's Avengers,0,0,0,0,0,0,1,0,1,3
716749,Shawarma,3.0,7.0,1,0,1,0,0,0,12.5,no,0,1,0,0,0,0,1,0,0,3
633143,Shawarma,4.0,9.0,1,0,1,0,0,1,8.0,The Avengers 1,0,0,0,0,0,0,1,0,0,2
743828,Shawarma,5.0,8.0,1,0,1,0,0,1,12.0,Avengers,0,0,1,0,0,1,1,0,1,4
520861,Shawarma,3.0,7.0,1,1,1,1,0,0,10.0,None,0,0,0,1,0,0,0,0,1,3
517019,Shawarma,4.0,9.0,1,1,1,1,0,0,11.0,Avengers,0,0,0,1,0,0,1,0,0,3
626779,Shawarma,4.0,7.0,1,1,1,1,0,0,15.0,i dont know,0,1,0,0,0,0,0,0,1,3
611716,Shawarma,2.0,5.0,1,1,1,1,1,0,7.0,The Avenger,1,0,0,0,0,1,0,0,0,2
193195,Shawarma,4.0,15.0,1,1,1,1,0,1,15.0,Avengers,0,0,0,1,0,0,1,0,1,4
627530,Shawarma,4.0,8.0,1,0,1,0,1,0,10.0,Arcane,0,0,0,0,0,0,1,0,0,4
626479,Shawarma,4.0,6.0,1,1,1,1,0,0,8.0,other,0,0,0,1,0,0,1,0,0,3
624540,Shawarma,4.0,5.0,1,0,0,0,0,0,4.5,Bahen,0,0,0,0,0,0,1,0,0,3
625315,Shawarma,3.0,7.5,1,1,1,0,0,1,12.0,The Avengers,0,0,0,1,1,1,1,0,0,4
601941,Shawarma,2.0,6.0,1,0,0,0,0,0,14.0,other,0,0,0,0,0,0,1,0,0,4
723968,Shawarma,2.0,25.0,1,1,0,0,0,0,10.0,Legend of Shawama,0,0,0,0,0,0,1,0,0,1
715806,Shawarma,3.0,5.0,1,0,1,0,0,1,10.0,Aladdin,0,0,0,1,0,0,0,0,1,1
720045,Shawarma,2.0,8.0,1,1,0,0,0,0,6.0,Avengers,0,1,0,0,0,0,0,0,1,4
713585,Shawarma,3.0,5.0,1,0,0,0,0,0,10.0,Idk,0,0,0,1,0,0,1,0,1,3
611188,Shawarma,4.0,6.0,1,0,0,0,0,0,7.0,The Mummy,0,1,0,0,0,0,1,0,1,3
606726,Shawarma,2.0,7.0,1,0,0,0,0,1,8.0,The Kite Runner,0,0,0,0,0,1,1,0,0,2
629142,Shawarma,4.0,10.0,1,0,0,0,0,0,10.0,I think of the movie The Avengers.,0,0,0,1,0,0,1,0,1,3
634825,Shawarma,4.0,10.0,1,0,0,0,0,0,10.0,Marvel Avengers,0,0,0,1,0,0,1,0,0,4
613409,Shawarma,5.0,6.0,1,0,0,0,0,0,14.0,Forest Gump,0,0,0,0,0,0,0,0,1,1
633224,Shawarma,3.0,7.0,1,1,1,1,1,1,4.0,John Wick,0,1,0,0,0,0,1,0,1,2
738850,Shawarma,3.0,8.0,1,1,1,1,0,1,10.0,The Avengers,0,1,0,0,1,0,0,0,1,4
500470,Shawarma,4.0,5.0,1,0,1,0,0,1,8.5,Avengers,0,0,0,1,0,0,1,0,0,2
13183,Shawarma,3.0,10.0,1,1,1,1,1,1,10.0,Aladdin,1,0,0,0,0,0,0,0,1,2
627169,Shawarma,1.0,8.0,1,0,1,0,0,1,8.0,Ratatouille,0,0,0,1,0,0,1,1,0,2
229041,Shawarma,4.0,7.0,1,0,0,0,0,0,7.5,Avengers ,1,0,0,0,0,0,1,0,0,2
496344,Shawarma,5.0,3.0,1,0,0,0,0,0,8.0,Avengers,0,0,0,0,0,1,1,0,0,2
409723,Shawarma,3.0,15.0,1,1,1,0,0,0,10.0,The Avengers,0,0,0,0,0,0,1,0,0,2
630949,Shawarma,2.0,7.0,1,1,1,1,0,0,7.0,Star Wars,0,0,0,1,1,1,1,0,0,2
413014,Shawarma,2.0,8.5,1,0,1,0,0,0,8.5,other,0,0,1,0,0,0,1,0,1,2
310438,Shawarma,3.0,7.0,1,1,1,1,0,0,10.0,The Avengers ,0,1,0,0,1,1,0,0,0,4
627430,Shawarma,4.0,8.0,1,1,1,1,0,1,8.0,The avengers,0,1,0,0,1,1,0,0,0,4
526510,Shawarma,3.0,8.0,1,1,1,0,0,0,10.0,None,0,1,0,0,0,0,1,1,0,3
