id,parents,siblings,friends,teachers,strangers,Label
413570,0,1,1,0,0,Pizza
306207,0,0,1,1,0,Pizza
634468,0,1,0,1,0,Pizza
522205,1,1,1,0,0,Pizza
5978,0,0,1,1,0,Pizza
742611,0,0,1,1,1,Pizza
631198,1,1,1,0,1,Pizza
606150,0,0,1,0,0,Pizza
313577,1,1,1,1,0,Pizza
629700,0,0,1,1,0,Pizza
630928,0,0,1,0,0,Pizza
607286,1,1,1,1,0,Pizza
607609,0,0,1,0,0,Pizza
522890,0,1,1,0,0,Pizza
630227,0,1,1,0,0,Pizza
603607,0,1,1,0,0,Pizza
617029,0,1,1,0,1,Pizza
617462,0,1,1,0,0,Pizza
633001,1,0,1,0,0,Pizza
634690,1,1,0,0,0,Pizza
630198,0,0,1,1,0,Pizza
520507,1,1,1,0,0,Pizza
635065,0,1,1,0,1,Pizza
613209,0,1,0,0,0,Pizza
605452,0,0,1,0,0,Pizza
24137,0,0,1,0,0,Pizza
518809,0,0,1,1,0,Pizza
634646,0,1,1,0,0,Pizza
508156,0,1,1,1,0,Pizza
632909,1,1,0,0,0,Pizza
414734,0,0,1,0,0,Pizza
630250,0,0,1,0,0,Pizza
411810,1,1,1,0,0,Pizza
214145,1,1,0,0,0,Pizza
628986,0,0,0,1,0,Pizza
211158,0,0,1,0,0,Pizza
507382,0,0,1,0,0,Pizza
522877,0,1,1,0,0,Pizza
635024,1,0,1,1,0,Pizza
602845,1,1,0,0,0,Pizza
519822,0,0,1,1,1,Pizza
600849,0,0,1,0,0,Pizza
605148,0,0,1,0,0,Pizza
631600,0,1,1,0,0,Pizza
716142,0,0,1,0,0,Pizza
525853,0,0,1,1,0,Pizza
835124,0,0,1,0,0,Pizza
634764,1,1,1,1,1,Pizza
630117,0,0,1,0,0,Pizza
631531,1,1,1,1,0,Pizza
714062,0,0,1,0,0,Pizza
629156,0,0,1,0,0,Pizza
498563,0,0,1,0,0,Pizza
625319,0,0,1,1,0,Pizza
723931,0,1,1,0,0,Pizza
526497,1,1,1,1,0,Pizza
630999,0,0,0,1,0,Pizza
97339,1,1,1,0,0,Pizza
631909,0,0,1,0,0,Pizza
625349,1,0,1,0,1,Pizza
632299,0,0,1,0,0,Pizza
616634,0,0,1,1,1,Pizza
616836,0,0,1,0,0,Pizza
609116,0,1,1,0,0,Pizza
626789,0,0,1,0,0,Pizza
504599,1,1,1,0,0,Pizza
632684,1,1,1,0,0,Pizza
522967,1,0,0,1,0,Pizza
632893,0,0,1,0,0,Pizza
632156,1,1,0,0,0,Pizza
603582,1,1,1,0,0,Pizza
626754,1,0,1,0,0,Pizza
298481,1,1,1,0,0,Pizza
631583,1,1,1,0,0,Pizza
718026,0,0,1,0,0,Pizza
616713,0,0,1,0,0,Pizza
602533,1,0,1,0,0,Pizza
522345,0,0,1,0,0,Pizza
629758,0,0,1,0,1,Pizza
631496,0,0,1,0,0,Pizza
491374,0,0,1,0,0,Pizza
632051,1,1,1,0,1,Pizza
409930,1,1,1,0,0,Pizza
632975,0,1,1,0,0,Pizza
407221,0,0,1,0,0,Pizza
204508,0,0,1,0,0,Pizza
618700,0,0,1,0,0,Pizza
627792,0,1,1,0,0,Pizza
712054,0,0,1,0,0,Pizza
631881,0,0,1,0,0,Pizza
716188,0,0,1,1,0,Pizza
628744,0,0,1,1,0,Pizza
604132,0,1,1,0,0,Pizza
629807,0,0,1,0,0,Pizza
741428,0,0,1,0,0,Pizza
633024,0,0,0,0,1,Pizza
631221,0,0,1,0,0,Pizza
601983,1,1,0,0,0,Pizza
603007,0,0,1,0,0,Pizza
601217,0,1,1,0,0,Pizza
629221,0,0,1,0,0,Pizza
634705,1,1,0,0,0,Pizza
630070,1,0,1,1,1,Pizza
630006,1,1,1,1,0,Pizza
629072,1,0,1,0,0,Pizza
630044,0,1,1,0,0,Pizza
626026,0,0,1,0,1,Pizza
520303,0,1,1,0,0,Pizza
630972,0,1,1,1,0,Pizza
630948,1,1,1,0,0,Pizza
626778,1,1,1,1,1,Pizza
631181,1,0,0,0,0,Pizza
633541,0,0,1,0,0,Pizza
630098,0,0,1,0,0,Pizza
629959,1,1,1,0,0,Pizza
633097,0,0,1,1,0,Pizza
605290,0,0,1,0,0,Pizza
629869,0,0,1,0,0,Pizza
632868,1,1,1,0,0,Pizza
209691,0,0,1,1,0,Pizza
600915,0,0,1,0,0,Pizza
525420,0,1,1,0,1,Pizza
414710,1,0,1,0,0,Pizza
629985,0,0,0,0,1,Pizza
523128,1,1,1,1,0,Pizza
727410,0,0,1,0,0,Pizza
616457,0,0,1,1,0,Pizza
206487,0,1,1,1,0,Pizza
68949,0,1,1,0,0,Pizza
419835,0,1,1,0,1,Pizza
745732,0,0,0,0,1,Pizza
543739,0,1,1,0,0,Pizza
410380,1,0,1,1,0,Pizza
385307,0,0,1,0,0,Pizza
634566,0,0,1,0,0,Pizza
625818,0,0,1,0,0,Pizza
631164,0,0,0,0,1,Pizza
603130,0,0,1,1,0,Pizza
229211,1,0,1,0,0,Pizza
626849,0,1,1,0,0,Pizza
634650,0,1,1,0,0,Pizza
632125,0,0,1,1,0,Pizza
626812,0,0,1,0,0,Pizza
631109,0,1,1,0,0,Pizza
716766,0,0,1,0,0,Pizza
494103,0,0,1,0,0,Pizza
628102,1,1,1,0,0,Pizza
634683,0,1,1,0,0,Pizza
517774,0,0,1,0,0,Pizza
408898,1,1,1,0,0,Pizza
603189,0,1,1,1,0,Pizza
606857,0,0,1,0,0,Pizza
523080,0,0,1,0,0,Pizza
631014,1,0,0,0,0,Pizza
503957,0,0,1,0,0,Pizza
524890,0,1,1,0,0,Pizza
717411,0,0,0,0,1,Pizza
525311,1,1,0,0,0,Pizza
630967,0,0,1,0,1,Pizza
604969,1,1,1,0,0,Pizza
524480,0,0,1,0,0,Pizza
630121,0,1,1,1,0,Pizza
629615,1,1,1,0,0,Pizza
634977,1,1,1,0,0,Pizza
630823,0,1,1,0,0,Pizza
632228,0,1,1,0,0,Pizza
504548,0,0,1,1,0,Pizza
522477,0,1,1,1,1,Pizza
523461,1,1,1,0,0,Pizza
312640,0,0,1,0,0,Pizza
854745,0,0,1,0,0,Pizza
711854,0,0,1,0,0,Pizza
739254,0,0,1,0,0,Pizza
621555,0,0,1,0,0,Pizza
602482,0,0,1,1,0,Pizza
630416,1,1,1,1,1,Pizza
505458,0,0,1,0,0,Pizza
296589,0,0,1,0,0,Pizza
604826,0,0,1,0,0,Pizza
387820,0,0,0,1,0,Pizza
603612,1,0,0,0,1,Pizza
712252,0,1,1,0,0,Pizza
742226,0,1,1,0,0,Pizza
712771,1,0,0,0,0,Pizza
746466,0,1,1,0,0,Pizza
601737,0,0,1,0,0,Pizza
631902,1,0,1,1,0,Pizza
312320,1,1,1,1,0,Pizza
519986,0,0,1,0,1,Pizza
626771,1,1,1,1,0,Pizza
407257,1,1,1,1,1,Pizza
626883,0,0,1,0,0,Pizza
727339,0,0,1,0,1,Pizza
631448,1,1,1,1,0,Pizza
634885,0,0,1,0,0,Pizza
619932,0,0,0,1,1,Pizza
601986,0,0,1,0,0,Pizza
631141,0,0,1,0,1,Pizza
631069,0,0,1,0,0,Pizza
634508,0,1,1,0,0,Pizza
206744,1,1,1,0,0,Pizza
498213,0,0,1,0,0,Pizza
627496,1,1,1,0,0,Pizza
629659,0,0,1,0,1,Pizza
630190,1,0,1,0,0,Pizza
401586,0,0,1,0,0,Pizza
629263,1,1,1,0,0,Pizza
631678,0,0,1,0,0,Pizza
411681,0,0,1,0,0,Pizza
518733,1,1,1,0,0,Pizza
630378,0,0,1,0,0,Pizza
631142,0,0,1,1,0,Pizza
519976,1,1,1,1,0,Pizza
604991,1,0,0,1,1,Pizza
522483,0,0,1,0,0,Pizza
629723,0,0,1,0,0,Pizza
387522,0,0,1,0,1,Pizza
613484,0,0,1,0,0,Pizza
388729,0,0,1,0,0,Pizza
494373,0,0,1,0,1,Pizza
630977,0,0,1,0,0,Pizza
621982,0,0,1,0,0,Pizza
605537,0,0,1,0,0,Pizza
607073,0,0,1,0,0,Pizza
624443,1,0,0,0,0,Pizza
718089,0,0,1,1,0,Pizza
622727,1,1,1,1,1,Pizza
609617,1,1,1,1,0,Pizza
526064,0,0,1,1,0,Pizza
609179,1,1,1,0,0,Pizza
627638,1,1,0,0,0,Pizza
411117,1,1,0,0,0,Pizza
634430,0,0,0,0,1,Pizza
631711,1,1,1,1,1,Pizza
606010,1,1,1,1,1,Pizza
631436,1,1,1,0,0,Pizza
633712,1,1,1,0,0,Pizza
609556,0,0,1,1,0,Pizza
520090,0,0,1,0,1,Pizza
602234,0,1,1,0,0,Pizza
741592,0,1,1,0,0,Pizza
628547,0,0,1,1,0,Pizza
501513,0,0,1,0,0,Pizza
630929,0,1,1,0,0,Pizza
617379,0,0,0,1,0,Pizza
617310,0,1,1,0,0,Pizza
495424,0,0,1,0,0,Pizza
622787,0,0,1,1,0,Pizza
631716,0,0,1,1,1,Pizza
741658,0,0,1,0,0,Pizza
620745,1,1,1,1,0,Pizza
611932,0,0,1,0,1,Pizza
635602,1,1,1,0,0,Pizza
619892,1,1,1,0,0,Pizza
529289,1,1,1,0,0,Pizza
630738,1,1,1,0,0,Pizza
524766,1,1,1,0,0,Pizza
522148,0,0,1,0,0,Pizza
601547,1,0,1,0,1,Pizza
631046,1,1,1,0,0,Pizza
66222,0,0,1,0,0,Pizza
603182,1,1,1,1,0,Pizza
632117,1,1,1,0,1,Pizza
630209,0,0,1,0,0,Pizza
413395,0,0,1,0,0,Pizza
386750,1,0,0,0,0,Pizza
617178,1,0,0,0,0,Pizza
630128,0,0,1,1,0,Pizza
628736,1,1,1,1,0,Pizza
747734,1,1,0,0,0,Shawarma
517064,0,0,1,0,0,Shawarma
387330,0,0,0,0,1,Shawarma
746750,1,1,0,0,0,Shawarma
629285,0,0,0,0,1,Shawarma
743488,0,0,1,0,0,Shawarma
523710,1,1,0,0,0,Shawarma
635179,0,1,0,0,0,Shawarma
313562,0,1,1,0,0,Shawarma
712670,1,1,0,0,0,Shawarma
635627,0,1,1,0,0,Shawarma
524485,0,0,1,0,0,Shawarma
632320,0,1,1,0,1,Shawarma
633520,1,0,1,0,0,Shawarma
606905,0,0,1,0,1,Shawarma
393424,0,1,1,0,0,Shawarma
618333,0,0,1,0,0,Shawarma
628558,0,0,0,0,1,Shawarma
613776,1,0,0,0,0,Shawarma
317214,0,1,1,0,0,Shawarma
628093,0,0,1,0,0,Shawarma
411781,1,1,1,0,0,Shawarma
525567,0,0,1,0,0,Shawarma
634455,0,0,1,0,0,Shawarma
498848,1,1,1,0,0,Shawarma
638838,0,1,0,0,0,Shawarma
411253,0,0,1,0,0,Shawarma
410165,0,0,1,0,0,Shawarma
608554,1,1,0,0,0,Shawarma
602394,0,0,1,0,0,Shawarma
743623,0,0,1,0,0,Shawarma
87783,1,1,1,0,1,Shawarma
632431,1,1,0,0,1,Shawarma
744091,0,0,0,1,0,Shawarma
519570,1,0,1,0,0,Shawarma
744484,0,1,1,0,0,Shawarma
508149,1,0,0,0,0,Shawarma
524992,0,0,1,0,1,Shawarma
413570,0,1,1,0,0,Shawarma
306207,1,1,1,0,1,Shawarma
634468,0,0,1,0,1,Shawarma
522205,0,0,1,1,0,Shawarma
5978,0,0,1,0,1,Shawarma
742611,0,1,1,0,1,Shawarma
631198,0,0,1,0,1,Shawarma
606150,0,0,1,0,0,Shawarma
313577,0,0,1,0,0,Shawarma
629700,0,0,1,0,0,Shawarma
630928,0,0,0,0,1,Shawarma
607286,0,0,1,0,0,Shawarma
607609,0,1,0,0,0,Shawarma
522890,1,1,0,0,0,Shawarma
630227,1,1,0,0,0,Shawarma
603607,0,0,1,0,0,Shawarma
617029,1,1,0,0,0,Shawarma
617462,0,1,1,0,0,Shawarma
633001,0,0,1,0,1,Shawarma
634690,0,0,1,0,0,Shawarma
630198,1,0,1,0,1,Shawarma
520507,0,0,0,0,1,Shawarma
635065,0,0,1,0,0,Shawarma
613209,0,0,1,0,0,Shawarma
605452,0,0,1,0,1,Shawarma
24137,0,0,1,0,1,Shawarma
518809,1,1,0,0,0,Shawarma
634646,0,0,1,0,1,Shawarma
508156,1,0,1,0,1,Shawarma
632909,0,1,1,0,0,Shawarma
414734,0,0,1,0,1,Shawarma
630250,0,0,1,0,1,Shawarma
411810,1,1,1,0,0,Shawarma
214145,0,0,1,0,0,Shawarma
628986,0,0,0,1,0,Shawarma
211158,0,0,1,0,0,Shawarma
507382,0,0,0,0,1,Shawarma
522877,1,1,1,0,0,Shawarma
635024,1,1,0,0,0,Shawarma
602845,0,0,1,0,1,Shawarma
519822,0,0,1,0,1,Shawarma
600849,0,1,0,0,1,Shawarma
605148,0,0,1,0,0,Shawarma
631600,1,1,1,0,0,Shawarma
716142,1,0,0,0,0,Shawarma
525853,0,0,0,0,1,Shawarma
835124,1,0,0,0,0,Shawarma
634764,0,1,1,0,0,Shawarma
630117,0,0,0,0,1,Shawarma
631531,1,1,0,0,0,Shawarma
714062,0,0,1,0,0,Shawarma
629156,0,0,1,0,0,Shawarma
498563,0,0,0,0,1,Shawarma
625319,1,1,1,0,0,Shawarma
723931,0,0,1,0,0,Shawarma
526497,1,1,1,0,0,Shawarma
630999,0,0,0,0,1,Shawarma
97339,0,0,1,0,0,Shawarma
631909,0,1,1,0,0,Shawarma
625349,0,0,1,0,1,Shawarma
632299,0,1,0,0,0,Shawarma
616634,0,0,1,0,1,Shawarma
616836,0,0,1,0,0,Shawarma
609116,1,1,0,0,0,Shawarma
626789,0,0,1,0,0,Shawarma
504599,0,0,1,0,0,Shawarma
632684,1,1,1,0,0,Shawarma
522967,0,1,1,0,0,Shawarma
632893,0,0,0,0,1,Shawarma
632156,0,1,0,0,0,Shawarma
603582,0,1,1,0,0,Shawarma
626754,1,0,1,0,0,Shawarma
298481,0,0,0,0,1,Shawarma
631583,0,0,1,0,1,Shawarma
718026,0,0,1,0,0,Shawarma
616713,1,0,1,0,0,Shawarma
602533,1,0,1,0,1,Shawarma
522345,1,1,1,0,0,Shawarma
629758,0,0,1,0,1,Shawarma
631496,0,0,0,0,1,Shawarma
491374,0,0,0,0,1,Shawarma
632051,0,0,1,0,1,Shawarma
409930,0,0,0,0,1,Shawarma
632975,1,0,0,0,1,Shawarma
407221,1,1,1,0,0,Shawarma
204508,0,0,1,0,0,Shawarma
618700,0,0,1,0,0,Shawarma
627792,1,0,0,0,0,Shawarma
712054,1,0,0,0,0,Shawarma
631881,0,1,1,0,0,Shawarma
716188,0,0,1,0,1,Shawarma
628744,0,0,0,0,1,Shawarma
604132,1,1,0,0,0,Shawarma
629807,1,0,0,0,0,Shawarma
741428,0,0,0,0,1,Shawarma
633024,0,0,0,0,1,Shawarma
631221,0,0,1,0,1,Shawarma
601983,0,0,1,0,0,Shawarma
603007,0,0,1,0,0,Shawarma
601217,0,0,1,0,0,Shawarma
629221,0,0,1,0,0,Shawarma
634705,0,0,0,0,1,Shawarma
630070,1,0,1,0,0,Shawarma
630006,0,0,0,0,1,Shawarma
629072,1,0,1,0,0,Shawarma
630044,0,0,1,0,1,Shawarma
626026,0,1,1,0,0,Shawarma
520303,0,0,1,0,0,Shawarma
630972,0,0,1,0,1,Shawarma
630948,0,0,1,0,0,Shawarma
626778,1,1,0,0,0,Shawarma
631181,0,0,1,0,0,Shawarma
633541,0,0,1,0,0,Shawarma
630098,0,0,1,0,0,Shawarma
629959,1,1,1,0,0,Shawarma
633097,1,0,1,0,0,Shawarma
605290,0,0,0,0,1,Shawarma
629869,1,0,1,0,0,Shawarma
632868,0,0,1,0,1,Shawarma
209691,0,0,1,0,1,Shawarma
600915,1,0,1,0,0,Shawarma
525420,1,1,0,0,0,Shawarma
414710,0,1,0,0,1,Shawarma
629985,0,0,1,0,0,Shawarma
523128,1,1,0,0,0,Shawarma
727410,0,0,1,0,0,Shawarma
616457,0,0,1,0,0,Shawarma
206487,0,0,0,0,1,Shawarma
68949,1,1,1,0,0,Shawarma
419835,0,0,1,0,0,Shawarma
745732,0,0,0,0,1,Shawarma
543739,0,0,1,0,0,Shawarma
410380,0,0,1,0,1,Shawarma
385307,0,0,0,0,1,Shawarma
634566,1,1,1,0,0,Shawarma
625818,1,0,1,0,0,Shawarma
631164,0,0,0,0,1,Shawarma
603130,0,0,1,0,1,Shawarma
229211,0,0,1,0,1,Shawarma
626849,1,1,1,0,0,Shawarma
634650,0,0,1,0,0,Shawarma
632125,1,0,0,0,1,Shawarma
626812,0,0,0,0,1,Shawarma
631109,1,1,0,0,0,Shawarma
716766,0,0,1,0,1,Shawarma
494103,1,1,1,0,0,Shawarma
628102,1,0,1,0,0,Shawarma
634683,0,0,1,0,0,Shawarma
517774,0,0,0,1,0,Shawarma
408898,1,0,1,0,0,Shawarma
603189,1,0,1,0,0,Shawarma
606857,0,1,1,0,0,Shawarma
523080,1,1,1,0,0,Shawarma
631014,0,0,1,0,0,Shawarma
503957,0,0,1,0,1,Shawarma
524890,0,0,1,0,0,Shawarma
717411,0,0,0,0,1,Shawarma
525311,0,0,1,0,0,Shawarma
630967,1,0,1,0,0,Shawarma
604969,1,1,1,0,1,Shawarma
524480,1,0,1,0,0,Shawarma
630121,0,0,1,0,1,Shawarma
629615,1,1,1,0,0,Shawarma
634977,0,0,1,0,0,Shawarma
630823,1,1,1,0,0,Shawarma
632228,1,1,1,0,0,Shawarma
504548,0,0,0,0,1,Shawarma
522477,0,1,0,0,1,Shawarma
523461,0,0,1,0,0,Shawarma
312640,0,0,0,0,1,Shawarma
854745,0,0,1,0,0,Shawarma
711854,0,0,1,0,0,Shawarma
739254,0,1,0,0,0,Shawarma
621555,0,0,1,0,0,Shawarma
602482,0,0,1,0,1,Shawarma
630416,0,0,1,1,1,Shawarma
505458,0,0,0,0,1,Shawarma
296589,1,0,1,0,0,Shawarma
604826,0,1,0,0,0,Shawarma
387820,0,1,0,0,0,Shawarma
603612,0,1,0,0,0,Shawarma
712252,0,0,0,0,1,Shawarma
742226,0,0,1,0,1,Shawarma
712771,0,0,1,0,0,Shawarma
746466,0,0,1,0,1,Shawarma
601737,0,0,0,0,1,Shawarma
631902,1,1,1,0,1,Shawarma
312320,1,1,1,1,0,Shawarma
519986,0,0,1,0,1,Shawarma
626771,1,0,1,0,0,Shawarma
407257,1,1,1,0,0,Shawarma
626883,1,1,1,0,0,Shawarma
727339,0,0,1,0,1,Shawarma
631448,1,1,1,0,1,Shawarma
634885,0,1,1,0,1,Shawarma
619932,1,0,0,0,1,Shawarma
601986,0,0,0,0,1,Shawarma
631141,1,1,1,0,0,Shawarma
631069,0,0,1,0,0,Shawarma
634508,0,0,1,0,0,Shawarma
206744,0,1,1,0,0,Shawarma
498213,0,1,1,0,0,Shawarma
627496,0,0,1,0,1,Shawarma
629659,1,1,1,0,0,Shawarma
630190,0,0,1,0,1,Shawarma
401586,0,0,1,0,0,Shawarma
629263,0,1,1,0,1,Shawarma
631678,0,0,1,0,0,Shawarma
411681,0,0,0,0,1,Shawarma
518733,1,0,0,0,0,Shawarma
630378,0,0,0,0,1,Shawarma
631142,1,1,1,0,1,Shawarma
519976,0,0,1,0,0,Shawarma
604991,1,0,0,0,1,Shawarma
522483,0,0,0,0,1,Shawarma
629723,0,1,1,0,0,Shawarma
387522,0,0,1,0,0,Shawarma
613484,0,0,0,0,1,Shawarma
388729,0,0,1,0,0,Shawarma
494373,0,0,1,0,0,Shawarma
630977,1,1,1,0,0,Shawarma
621982,0,0,1,0,0,Shawarma
605537,0,0,0,0,1,Shawarma
607073,1,0,1,0,0,Shawarma
624443,0,0,0,0,1,Shawarma
718089,0,0,0,0,1,Shawarma
622727,1,1,1,0,0,Shawarma
609617,1,1,1,0,0,Shawarma
526064,1,0,1,0,0,Shawarma
609179,0,0,1,0,1,Shawarma
627638,0,1,0,0,0,Shawarma
411117,1,1,1,0,0,Shawarma
634430,1,1,0,0,0,Shawarma
631711,0,0,0,0,1,Shawarma
606010,0,0,1,0,1,Shawarma
631436,0,0,0,0,1,Shawarma
633712,1,1,1,0,0,Shawarma
609556,0,0,1,0,1,Shawarma
520090,0,0,1,0,0,Shawarma
602234,1,0,1,0,0,Shawarma
741592,1,0,0,0,1,Shawarma
628547,0,1,1,0,0,Shawarma
501513,0,0,0,0,1,Shawarma
630929,0,0,1,0,0,Shawarma
617379,1,1,1,0,0,Shawarma
617310,0,0,1,0,1,Shawarma
495424,0,0,0,0,1,Shawarma
622787,0,0,1,0,0,Shawarma
631716,1,0,1,0,0,Shawarma
741658,0,1,1,1,0,Shawarma
620745,1,0,1,0,1,Shawarma
611932,0,0,0,0,1,Shawarma
635602,0,0,0,0,1,Shawarma
619892,0,0,1,0,0,Shawarma
529289,1,1,1,0,1,Shawarma
630738,1,0,1,0,1,Shawarma
524766,0,1,0,0,0,Shawarma
522148,0,0,1,0,0,Shawarma
601547,0,0,1,0,0,Shawarma
631046,1,0,1,0,1,Shawarma
66222,0,0,0,0,1,Shawarma
603182,1,1,1,0,0,Shawarma
632117,1,1,0,0,1,Shawarma
630209,1,0,0,0,0,Shawarma
413395,0,0,1,0,0,Shawarma
386750,0,0,1,0,0,Shawarma
617178,1,0,0,1,0,Shawarma
630128,0,0,1,0,0,Shawarma
628736,0,0,1,0,1,Shawarma
747734,0,0,1,0,0,Sushi
517064,1,1,0,0,0,Sushi
387330,1,1,0,0,0,Sushi
746750,1,1,1,0,0,Sushi
629285,0,0,1,0,0,Sushi
743488,1,1,0,0,0,Sushi
523710,0,0,1,0,1,Sushi
635179,1,1,0,0,0,Sushi
313562,1,1,1,0,0,Sushi
712670,0,0,1,0,0,Sushi
635627,0,0,0,0,1,Sushi
524485,0,0,1,0,0,Sushi
632320,1,1,0,0,0,Sushi
633520,0,0,1,0,0,Sushi
606905,1,0,1,0,0,Sushi
393424,0,0,0,0,1,Sushi
618333,0,0,1,0,0,Sushi
628558,1,1,0,0,0,Sushi
613776,1,0,0,0,0,Sushi
317214,1,1,1,0,0,Sushi
628093,1,1,1,0,0,Sushi
411781,0,0,1,0,0,Sushi
525567,0,0,1,0,0,Sushi
634455,0,0,1,0,0,Sushi
498848,0,0,1,0,1,Sushi
638838,0,0,0,0,1,Sushi
411253,1,1,1,0,0,Sushi
410165,0,0,0,0,1,Sushi
608554,0,0,1,0,0,Sushi
602394,0,1,1,0,0,Sushi
743623,0,0,1,0,0,Sushi
87783,1,0,0,0,1,Sushi
632431,0,0,1,0,0,Sushi
744091,1,0,0,0,0,Sushi
519570,1,0,0,0,0,Sushi
744484,0,0,0,1,1,Sushi
508149,1,0,1,0,0,Sushi
524992,1,1,1,0,0,Sushi
413570,0,0,1,1,1,Sushi
306207,0,0,1,0,0,Sushi
634468,1,1,1,0,0,Sushi
522205,1,1,1,0,0,Sushi
5978,0,1,1,0,0,Sushi
742611,1,1,1,0,0,Sushi
631198,1,0,1,0,1,Sushi
606150,0,1,0,0,0,Sushi
313577,1,1,0,0,0,Sushi
629700,0,0,1,0,0,Sushi
630928,1,0,0,0,0,Sushi
607286,0,0,1,0,1,Sushi
607609,1,0,0,0,1,Sushi
522890,0,0,0,0,1,Sushi
630227,0,0,0,0,1,Sushi
603607,0,0,1,0,0,Sushi
617029,1,0,1,0,1,Sushi
617462,1,0,0,0,0,Sushi
633001,0,0,1,0,0,Sushi
634690,0,1,0,0,0,Sushi
630198,1,1,0,0,0,Sushi
520507,0,0,1,0,1,Sushi
635065,0,1,1,0,0,Sushi
613209,0,0,1,0,0,Sushi
605452,0,0,1,0,0,Sushi
24137,0,0,1,0,0,Sushi
518809,1,0,0,0,0,Sushi
634646,0,0,1,0,1,Sushi
508156,0,1,1,0,0,Sushi
632909,1,1,1,0,0,Sushi
414734,0,0,1,0,0,Sushi
630250,1,0,1,0,0,Sushi
411810,1,1,0,0,0,Sushi
214145,0,0,0,1,0,Sushi
628986,0,0,1,0,1,Sushi
211158,0,0,1,0,0,Sushi
507382,1,1,0,0,0,Sushi
522877,0,1,1,0,1,Sushi
635024,0,0,1,0,0,Sushi
602845,0,0,1,0,0,Sushi
519822,0,1,1,0,0,Sushi
600849,0,1,1,0,0,Sushi
605148,0,1,1,0,0,Sushi
631600,0,0,1,0,0,Sushi
716142,1,1,0,0,0,Sushi
525853,0,0,1,0,1,Sushi
835124,1,0,1,0,0,Sushi
634764,0,0,1,0,0,Sushi
630117,1,0,0,0,0,Sushi
631531,0,0,1,0,0,Sushi
714062,0,1,0,0,0,Sushi
629156,1,0,0,0,0,Sushi
498563,1,1,0,0,0,Sushi
625319,0,0,1,1,1,Sushi
723931,1,1,0,0,0,Sushi
526497,0,0,1,0,1,Sushi
630999,0,0,1,0,0,Sushi
97339,0,1,1,0,0,Sushi
631909,1,1,1,0,0,Sushi
625349,0,0,1,0,0,Sushi
632299,1,0,0,0,0,Sushi
616634,1,1,1,0,0,Sushi
616836,0,1,0,0,1,Sushi
609116,0,0,1,0,0,Sushi
626789,0,0,1,0,0,Sushi
504599,1,0,1,0,0,Sushi
632684,0,0,1,0,1,Sushi
522967,1,1,1,0,0,Sushi
632893,1,1,1,0,0,Sushi
632156,1,1,0,0,1,Sushi
603582,1,1,1,0,0,Sushi
626754,0,0,1,0,0,Sushi
298481,1,0,1,0,0,Sushi
631583,0,0,1,1,0,Sushi
718026,1,0,1,0,0,Sushi
616713,1,1,1,0,0,Sushi
602533,1,0,0,0,0,Sushi
522345,1,0,1,0,0,Sushi
629758,1,1,0,0,0,Sushi
631496,0,0,1,0,0,Sushi
491374,1,0,1,0,0,Sushi
632051,1,1,1,1,1,Sushi
409930,1,1,1,0,1,Sushi
632975,0,0,1,1,0,Sushi
407221,0,0,1,0,0,Sushi
204508,1,1,1,0,0,Sushi
618700,1,1,1,0,0,Sushi
627792,1,1,0,0,0,Sushi
712054,0,1,1,0,0,Sushi
631881,0,1,1,0,0,Sushi
716188,0,0,1,0,1,Sushi
628744,1,1,0,0,0,Sushi
604132,1,1,0,0,0,Sushi
629807,0,0,1,0,0,Sushi
741428,1,0,0,0,0,Sushi
633024,0,0,1,0,0,Sushi
631221,0,0,1,0,0,Sushi
601983,1,1,1,0,0,Sushi
603007,1,0,1,0,0,Sushi
601217,1,1,1,0,0,Sushi
629221,1,0,0,0,0,Sushi
634705,0,0,1,0,1,Sushi
630070,1,0,1,0,1,Sushi
630006,0,1,1,0,0,Sushi
629072,1,0,0,0,0,Sushi
630044,1,1,1,0,0,Sushi
626026,1,1,1,1,0,Sushi
520303,0,1,1,0,0,Sushi
630972,1,1,1,0,0,Sushi
630948,0,0,0,0,1,Sushi
626778,1,1,1,0,0,Sushi
631181,1,0,0,0,0,Sushi
633541,1,0,1,0,0,Sushi
630098,1,0,0,0,0,Sushi
629959,0,1,1,0,0,Sushi
633097,1,0,1,0,0,Sushi
605290,0,0,1,0,0,Sushi
629869,0,1,0,0,0,Sushi
632868,0,1,1,0,0,Sushi
209691,0,0,1,1,1,Sushi
600915,0,0,0,0,1,Sushi
525420,0,0,1,0,1,Sushi
414710,0,0,0,1,1,Sushi
629985,0,0,0,0,1,Sushi
523128,0,1,1,0,0,Sushi
727410,1,0,0,0,0,Sushi
616457,1,1,0,0,0,Sushi
206487,1,0,1,0,0,Sushi
68949,0,0,1,0,0,Sushi
419835,0,0,1,0,0,Sushi
745732,0,0,1,0,0,Sushi
543739,0,0,1,0,0,Sushi
410380,1,0,1,0,1,Sushi
385307,1,0,0,0,0,Sushi
634566,1,0,1,0,0,Sushi
625818,0,1,0,0,0,Sushi
631164,0,0,0,0,1,Sushi
603130,1,0,1,0,0,Sushi
229211,1,1,1,0,0,Sushi
626849,0,1,1,0,0,Sushi
634650,1,1,1,0,0,Sushi
632125,0,0,1,0,1,Sushi
626812,1,0,0,0,0,Sushi
631109,0,0,1,0,0,Sushi
716766,1,1,1,0,0,Sushi
