id,hot_sauce,Label
743488,1,Sushi
523710,2,Sushi
635179,1,Sushi
313562,2,Sushi
712670,2,Sushi
635627,1,Sushi
524485,1,Sushi
632320,2,Sushi
633520,1,Sushi
606905,1,Sushi
393424,2,Sushi
618333,4,Sushi
628558,1,Sushi
613776,1,Sushi
317214,2,Sushi
628093,3,Sushi
411781,2,Sushi
525567,2,Sushi
634455,3,Sushi
498848,1,Sushi
638838,1,Sushi
411253,1,Sushi
410165,1,Sushi
608554,1,Sushi
602394,1,Sushi
743623,1,Sushi
87783,2,Sushi
632431,4,Sushi
744091,1,Sushi
519570,1,Sushi
744484,2,Sushi
508149,1,Sushi
524992,1,Sushi
413570,3,Sushi
306207,2,Sushi
634468,2,Sushi
522205,1,Sushi
5978,1,Sushi
742611,1,Sushi
631198,4,Sushi
606150,1,Sushi
313577,4,Sushi
629700,1,Sushi
630928,1,Sushi
607286,3,Sushi
607609,1,Sushi
522890,1,Sushi
630227,2,Sushi
603607,1,Sushi
617029,1,Sushi
617462,1,Sushi
633001,1,Sushi
634690,1,Sushi
630198,1,Sushi
520507,1,Sushi
635065,2,Sushi
613209,1,Sushi
605452,2,Sushi
24137,1,Sushi
518809,1,Sushi
634646,2,Sushi
508156,3,Sushi
632909,1,Sushi
414734,1,Sushi
630250,4,Sushi
411810,1,Sushi
214145,4,Sushi
628986,3,Sushi
211158,1,Sushi
507382,1,Sushi
522877,2,Sushi
635024,1,Sushi
602845,1,Sushi
519822,4,Sushi
600849,1,Sushi
605148,1,Sushi
631600,1,Sushi
716142,4,Sushi
525853,1,Sushi
835124,1,Sushi
634764,2,Sushi
630117,1,Sushi
631531,1,Sushi
714062,1,Sushi
629156,1,Sushi
498563,1,Sushi
625319,4,Sushi
723931,1,Sushi
526497,3,Sushi
630999,1,Sushi
97339,1,Sushi
631909,3,Sushi
625349,1,Sushi
632299,2,Sushi
616634,1,Sushi
616836,1,Sushi
609116,2,Sushi
626789,1,Sushi
504599,1,Sushi
632684,1,Sushi
522967,1,Sushi
632893,1,Sushi
632156,2,Sushi
603582,1,Sushi
626754,1,Sushi
298481,1,Sushi
631583,1,Sushi
718026,1,Sushi
616713,1,Sushi
602533,1,Sushi
522345,3,Sushi
629758,1,Sushi
631496,2,Sushi
491374,1,Sushi
632051,2,Sushi
409930,1,Sushi
632975,4,Sushi
407221,2,Sushi
204508,1,Sushi
618700,1,Sushi
627792,1,Sushi
712054,2,Sushi
631881,3,Sushi
716188,1,Sushi
628744,1,Sushi
604132,1,Sushi
629807,3,Sushi
741428,1,Sushi
633024,2,Sushi
631221,1,Sushi
601983,2,Sushi
603007,1,Sushi
601217,1,Sushi
629221,1,Sushi
634705,3,Sushi
630070,1,Sushi
630006,2,Sushi
629072,1,Sushi
630044,1,Sushi
626026,1,Sushi
520303,1,Sushi
630972,1,Sushi
630948,1,Sushi
626778,1,Sushi
631181,1,Sushi
633541,2,Sushi
630098,1,Sushi
629959,1,Sushi
633097,2,Sushi
605290,1,Sushi
629869,2,Sushi
632868,1,Sushi
209691,1,Sushi
600915,1,Sushi
525420,1,Sushi
414710,2,Sushi
629985,4,Sushi
523128,1,Sushi
727410,1,Sushi
616457,1,Sushi
206487,1,Sushi
68949,3,Sushi
419835,1,Sushi
745732,1,Sushi
543739,1,Sushi
410380,1,Sushi
385307,1,Sushi
634566,3,Sushi
625818,2,Sushi
631164,2,Sushi
603130,1,Sushi
229211,1,Sushi
626849,2,Sushi
634650,1,Sushi
632125,1,Sushi
626812,1,Sushi
631109,1,Sushi
716766,1,Sushi
494103,1,Sushi
628102,1,Sushi
634683,1,Sushi
517774,1,Sushi
408898,2,Sushi
603189,1,Sushi
606857,1,Sushi
523080,1,Sushi
631014,2,Sushi
503957,1,Sushi
524890,3,Sushi
717411,2,Sushi
525311,1,Sushi
630967,1,Sushi
604969,1,Sushi
524480,1,Sushi
630121,2,Sushi
629615,1,Sushi
634977,1,Sushi
630823,1,Sushi
632228,2,Sushi
504548,1,Sushi
522477,2,Sushi
523461,3,Sushi
312640,1,Sushi
854745,1,Sushi
711854,1,Sushi
739254,2,Sushi
621555,1,Sushi
602482,1,Sushi
630416,4,Sushi
505458,1,Sushi
296589,1,Sushi
604826,1,Sushi
387820,3,Sushi
603612,1,Sushi
712252,1,Sushi
742226,4,Sushi
712771,1,Sushi
746466,1,Sushi
601737,1,Sushi
631902,2,Sushi
312320,1,Sushi
519986,1,Sushi
626771,1,Sushi
407257,1,Sushi
626883,1,Sushi
727339,1,Sushi
631448,4,Sushi
634885,1,Sushi
619932,1,Sushi
601986,4,Sushi
631141,1,Sushi
631069,1,Sushi
634508,3,Sushi
206744,1,Sushi
498213,1,Sushi
627496,3,Sushi
629659,4,Sushi
630190,1,Sushi
401586,1,Sushi
629263,3,Sushi
631678,1,Sushi
411681,1,Sushi
518733,3,Sushi
630378,3,Sushi
631142,2,Sushi
519976,1,Sushi
604991,1,Sushi
522483,2,Sushi
629723,1,Sushi
387522,1,Sushi
613484,4,Sushi
388729,1,Sushi
494373,1,Sushi
630977,3,Sushi
621982,1,Sushi
605537,1,Sushi
607073,1,Sushi
624443,1,Sushi
718089,1,Sushi
622727,3,Sushi
609617,1,Sushi
526064,1,Sushi
609179,3,Sushi
627638,1,Sushi
411117,1,Sushi
634430,1,Sushi
631711,4,Sushi
606010,1,Sushi
631436,1,Sushi
633712,1,Sushi
609556,1,Sushi
520090,1,Sushi
602234,1,Sushi
741592,1,Sushi
628547,2,Sushi
501513,2,Sushi
630929,1,Sushi
617379,2,Sushi
617310,1,Sushi
495424,1,Sushi
622787,2,Sushi
631716,1,Sushi
741658,2,Sushi
620745,1,Sushi
611932,1,Sushi
635602,1,Sushi
619892,3,Sushi
529289,1,Sushi
630738,1,Sushi
524766,1,Sushi
522148,1,Sushi
601547,1,Sushi
631046,1,Sushi
66222,1,Sushi
603182,1,Sushi
632117,4,Sushi
630209,1,Sushi
413395,1,Sushi
386750,2,Sushi
617178,1,Sushi
630128,2,Sushi
628736,1,Sushi
